File name,221.100
Result analysis file name,221_bl.raf
Subject,221
Gender,
Age
Memo
Free comment 1,SubjectID,221
Free comment 2,Date,01/02/1970
Free comment 3
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

1_EEG,,,uV^2,uV^2,uV^2,uV^2,uV^2,,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,uV^2,
EpochNo,Stage,Time,Delta,Theta,Alpha,Beta,Gamma,,0.000000Hz,0.488281Hz,0.976563Hz,1.464844Hz,1.953125Hz,2.441406Hz,2.929688Hz,3.417969Hz,3.906250Hz,4.394531Hz,4.882813Hz,5.371094Hz,5.859375Hz,6.347656Hz,6.835938Hz,7.324219Hz,7.812500Hz,8.300781Hz,8.789063Hz,9.277344Hz,9.765625Hz,10.253906Hz,10.742188Hz,11.230469Hz,11.718750Hz,12.207031Hz,12.695313Hz,13.183594Hz,13.671875Hz,14.160156Hz,14.648438Hz,15.136719Hz,15.625000Hz,16.113281Hz,16.601563Hz,17.089844Hz,17.578125Hz,18.066406Hz,18.554688Hz,19.042969Hz,19.531250Hz,
3864,W,4/20/2017 23:17:36,750.410868,422.006818,118.948948,169.874354,109.059873,,8.273106,17.829622,54.541542,46.030029,132.360962,76.058334,103.186050,83.151344,137.419312,61.119083,38.714588,75.763016,82.576790,53.195065,19.541229,42.720810,81.896271,52.627041,13.686597,30.679623,36.944290,19.099697,5.401412,7.299317,19.524609,22.008381,9.843487,17.333340,9.527286,16.647984,2.131445,14.989271,21.584084,8.559521,4.469074,10.751274,4.811249,1.237330,6.463438,9.245828,10.271365,
3865,W,4/20/2017 23:17:40,1472.682650,585.654465,182.417233,294.308025,136.909199,,2.359785,22.233124,51.039738,37.534756,16.932146,54.811127,110.757561,231.459320,547.968567,350.791748,49.154564,141.224258,251.834564,78.130219,28.224771,16.309053,22.456120,10.461960,37.013519,55.922413,46.950352,40.064308,25.420696,5.727716,8.331747,21.866192,22.877987,25.526764,14.037992,19.839148,39.159889,25.807335,11.110966,13.633984,19.627153,16.733065,7.679035,5.888381,13.560835,26.057940,10.901361,
3866,W,4/20/2017 23:17:44,1174.754489,566.214035,126.431269,120.619852,78.339638,,2.699416,5.115770,12.651255,26.977232,11.498193,18.398148,160.199677,237.087067,408.940308,197.279999,96.606842,74.820953,68.669075,146.879135,93.226624,56.288185,62.350639,22.694607,41.284817,21.244762,15.460865,32.729168,32.767982,16.675323,7.553168,17.698479,26.628101,7.089317,4.245501,8.912419,2.652645,3.947016,1.867846,4.175141,4.694952,1.724577,4.320233,12.808986,13.218282,3.292252,3.344103,
3867,W,4/20/2017 23:17:48,1056.854027,956.959986,188.970668,166.294529,142.637376,,12.928852,67.317192,132.577713,222.809875,206.914856,88.041473,81.559097,98.287773,61.921711,61.465679,35.958656,107.130188,152.634415,121.157852,267.711548,217.469162,56.846336,13.683788,20.326696,58.074692,38.254986,51.943695,27.162527,9.664098,3.870670,5.588292,3.184828,4.320901,9.255741,9.134836,31.525539,10.723684,2.234823,6.388322,12.142267,21.210991,16.261021,19.724453,4.933327,2.444250,7.221254,
3868,W,4/20/2017 23:17:52,1083.542820,532.259899,140.795143,246.437224,113.754767,,0.936640,41.978977,118.481598,199.514374,95.186005,91.378761,55.394508,140.223419,195.146271,45.228355,101.010551,106.952759,89.113297,116.577362,26.735203,53.329453,47.338352,56.943600,35.269875,20.846973,32.547905,47.102791,12.190374,12.070202,16.036898,12.706017,21.361950,16.055061,20.754564,28.096767,5.417041,11.906996,16.227257,21.299240,19.918900,7.249119,12.325220,13.966438,15.278275,15.433496,8.440883,
3869,W,4/20/2017 23:17:56,329.511288,755.308762,85.697097,305.319964,175.311997,,0.853325,24.363310,22.031822,66.403641,53.698078,37.510815,52.045868,22.987597,11.230036,5.427351,33.812771,80.579697,30.080002,81.066269,163.678741,177.501511,106.885490,70.467461,45.049591,19.471624,20.859007,9.787188,13.201014,14.941580,7.436685,6.161094,13.540350,8.832291,32.812649,50.851055,36.195740,24.446983,11.133702,40.232769,35.153481,8.380090,4.063665,3.589002,5.133373,5.879848,18.913874,
3870,W,4/20/2017 23:18:00,1391.381002,659.708625,177.995315,222.111880,152.359351,,0.243011,6.882154,51.893341,121.366585,97.334473,212.056992,254.462234,117.631752,178.739624,118.687187,232.326660,107.501228,62.872402,118.500641,91.501953,96.004417,117.090317,57.474548,8.763118,36.739674,52.779770,26.925982,5.174750,7.328478,49.046661,23.617847,7.234675,8.528208,24.494669,12.295212,8.656139,21.893965,28.889723,17.178865,9.014895,16.210367,12.045782,3.947428,5.963160,13.468001,8.672943,
3871,W,4/20/2017 23:18:04,779.579912,490.036924,269.534161,188.447434,100.132440,,3.991447,37.341053,24.033484,38.281208,87.796959,167.601959,96.199982,55.999138,43.697735,116.665085,111.963310,43.035172,13.439119,67.019508,82.084305,44.295826,35.414726,90.346779,114.401489,144.975876,93.287086,5.959249,5.325422,11.163975,8.822552,10.044626,7.584155,9.050255,23.099300,15.779383,4.923364,1.902677,13.207294,28.095026,9.492700,20.798092,2.702394,10.706137,17.640741,10.537502,2.883789,
3872,W,4/20/2017 23:18:08,765.668005,880.523396,137.220026,219.106387,136.066564,,3.912500,0.599599,33.264431,62.502357,88.365128,59.429676,136.216599,187.361298,70.644363,56.456802,70.827751,145.705704,167.175720,89.909286,56.988434,73.122620,90.929489,196.580780,60.111362,43.149746,51.523991,11.107929,8.987351,10.629476,11.821533,11.676840,22.246183,9.445971,7.202136,12.047411,15.548080,14.488587,8.449776,29.860451,19.523678,6.895475,7.550371,8.818981,26.537149,14.255531,4.559765,
3873,W,4/20/2017 23:18:12,1272.394402,878.955629,122.969197,167.174303,81.551709,,5.238623,5.255960,25.409506,139.554367,170.459137,136.517136,208.313354,261.146637,110.980515,121.692009,93.065781,37.236633,128.021286,144.606934,220.949310,111.483002,128.435699,80.082565,28.140200,48.336498,25.648029,21.517441,6.832271,10.223877,10.411081,14.802340,11.423755,8.286037,6.644458,7.369860,5.853038,3.969797,9.249430,12.244641,36.153831,14.516710,11.389116,10.699564,2.636603,5.540896,6.394225,
3874,W,4/20/2017 23:18:16,729.716797,231.692389,110.121110,268.664737,239.330013,,14.220256,23.008656,9.350481,36.791336,118.078812,17.841314,27.298374,135.844147,249.951538,75.167053,36.385086,83.491898,18.128458,35.438187,20.100597,2.693613,33.495975,31.753799,6.589862,24.513357,21.811380,22.940750,11.945242,27.509686,1.400695,24.329525,59.094810,13.076794,12.244287,4.513036,4.748709,4.736893,18.798058,30.703945,23.508812,18.197382,17.834518,18.403816,8.508780,6.586170,3.379202,
3875,W,4/20/2017 23:18:20,419.832798,323.171964,288.726574,221.530611,217.492224,,7.817803,18.173262,34.535248,30.069683,39.857391,52.223404,24.346754,44.596661,73.117836,50.450172,52.462387,44.232727,87.574188,37.084011,11.731078,25.778599,26.981318,50.541130,39.248913,122.220848,45.599091,32.347538,33.181965,33.652283,21.724850,11.078902,21.604780,11.026860,5.337487,14.208872,62.780708,21.716351,1.924148,7.090262,4.274269,4.623383,4.998422,5.402264,11.187517,19.099186,15.177200,
3876,W,4/20/2017 23:18:24,899.451336,438.399034,111.162471,198.350850,246.630553,,28.223022,82.264618,88.020203,135.438995,129.622009,76.270966,83.157356,145.273315,118.692665,32.376316,8.334892,38.634666,25.539751,112.849442,99.263954,62.495209,80.502609,8.182360,10.931043,10.905068,18.255934,12.692926,28.253225,32.978065,8.077251,10.069304,7.923930,17.316408,15.197241,7.645110,1.486753,15.994019,14.300334,3.621665,16.411606,15.293751,8.127598,9.745522,17.112648,24.406504,13.698459,
3877,W,4/20/2017 23:18:28,805.130438,549.108578,245.649141,352.789764,176.318789,,0.369967,14.033489,30.444891,172.149826,147.509186,46.243649,34.368225,46.790169,182.122116,90.397408,41.071480,36.921299,23.077225,36.679047,140.894989,92.190361,65.399414,101.460037,52.486206,42.092823,67.972519,57.335953,53.105980,14.647133,10.494734,36.403198,39.917542,36.829479,38.724369,32.107948,18.835457,13.453657,6.333735,19.666550,13.571238,25.441078,26.811302,24.308870,14.761063,4.109552,1.514727,
3878,W,4/20/2017 23:18:32,464.581184,831.339874,188.125239,135.364582,142.880791,,26.543274,43.073067,22.545258,48.904739,97.740082,75.885292,70.763008,20.730566,20.422821,42.293468,22.222883,69.422371,19.583210,46.552601,102.618126,118.292809,94.166901,152.937286,227.766571,97.940048,66.837128,7.674583,9.877148,2.259573,3.536759,8.103696,6.178302,3.353498,1.375890,3.295240,8.684690,17.495289,9.596561,11.165003,13.878879,12.150476,13.181902,10.649257,2.885335,5.542706,7.827859,
3879,W,4/20/2017 23:18:36,905.841388,895.917088,181.826077,132.604030,186.851836,,0.478138,38.493130,80.100578,42.605968,5.448222,62.738705,115.717560,107.648277,47.213459,197.104187,208.771301,198.969498,143.466904,42.183662,168.768799,40.192448,156.618774,75.514687,70.202316,101.344009,46.191772,5.323389,12.390265,10.133638,6.443003,4.391674,23.518101,13.182999,6.902457,2.503664,11.597925,9.464779,0.569563,8.676456,10.958712,6.104146,5.779016,3.203374,7.336627,2.205289,16.209248,
3880,W,4/20/2017 23:18:40,1535.227751,1321.419441,131.327991,194.028857,146.304813,,11.125167,110.034691,186.065247,242.636902,313.206848,214.472229,50.751160,25.126047,61.409420,123.101166,208.424042,295.510284,327.103821,177.246826,147.491577,71.915131,129.203857,130.339615,42.608330,46.100353,53.622482,7.704504,9.622955,10.172405,4.105290,17.193432,19.033459,7.507129,7.096168,5.894903,12.210567,2.567826,11.953788,4.886488,0.722672,4.125142,11.895294,29.794348,29.017839,18.324055,11.805748,
3881,W,4/20/2017 23:18:44,689.536137,962.402355,153.724387,277.830091,136.483419,,11.300453,39.641769,43.397663,82.163399,133.470490,107.130669,33.837273,37.438225,87.762558,33.587685,91.106407,178.248428,56.279205,218.322739,136.741211,50.605137,100.105003,93.141510,128.959122,54.555595,6.145849,9.102490,21.081879,30.443813,32.394760,56.034760,64.188942,9.436438,14.262764,12.664269,14.312737,21.690071,11.637110,3.596305,4.822921,19.497986,19.139277,2.261723,6.967175,12.796178,4.521436,
3882,W,4/20/2017 23:18:48,767.065625,640.595131,96.608643,172.545349,106.836094,,14.362894,7.540177,80.823395,108.377327,17.234852,163.174408,163.296844,42.503395,26.897842,72.899590,84.317795,51.541630,122.845520,109.798508,102.531052,140.002441,40.014076,24.094021,49.767883,54.614960,11.597654,8.543885,7.872260,3.413973,10.565910,19.529238,5.787656,3.622344,6.897063,24.443668,15.746551,10.679573,18.198345,12.894094,9.421565,6.441534,7.447950,9.299976,9.977694,9.922387,2.235709,
3883,W,4/20/2017 23:18:52,795.001219,566.742096,70.543907,199.665925,143.403582,,3.854408,19.186699,31.375006,24.147202,85.029350,188.858780,168.308426,66.248573,70.632317,71.911621,69.303246,128.984314,38.805241,62.628609,163.828949,56.434685,25.932699,7.222106,82.905495,41.889263,12.514357,3.836799,2.405627,5.672173,4.225689,14.349825,37.284966,10.316470,10.301102,10.157402,8.533887,5.181044,9.982728,23.649973,21.227104,17.020399,13.879934,5.992869,1.525848,2.585164,7.677211,
3884,W,4/20/2017 23:18:56,1737.680664,561.769533,164.894080,158.624655,144.732919,,24.557533,66.402420,68.739700,93.737564,133.247223,125.238663,133.576141,67.965347,157.305466,446.883514,444.584625,115.917648,125.381546,20.140291,40.867790,132.056641,59.721790,17.323509,50.360317,38.325809,40.386742,46.778164,13.813607,17.176069,8.413689,1.752004,6.248576,1.022816,16.877182,24.554220,8.285269,17.141171,16.492155,3.134257,6.953464,5.979855,9.839159,10.778030,15.123007,9.438028,5.005462,
3885,W,4/20/2017 23:19:00,1428.553425,841.156314,107.037275,216.449862,141.174859,,6.717415,9.576682,8.809861,106.354172,182.512299,100.067711,331.354858,418.806458,143.517960,15.967274,111.586151,100.222664,48.739357,5.313066,93.589325,270.554077,212.035263,96.093948,14.608614,36.055542,16.943684,15.763002,12.708875,21.091900,4.474273,11.810618,30.055019,11.971269,1.639169,7.421435,7.960313,3.700937,4.933267,19.301260,40.527390,22.885441,15.163860,3.777353,5.965920,16.636635,12.699976,
3886,W,4/20/2017 23:19:04,1203.937013,489.354431,116.973056,175.039279,125.784970,,5.399364,3.656844,26.596907,41.174591,33.709251,53.409824,121.350227,287.230255,248.915710,154.948303,232.945099,108.344330,77.633797,118.646896,36.373409,14.480721,34.600960,61.049206,38.225113,19.645861,34.353374,13.103153,12.966357,19.700287,17.204023,2.469234,6.118319,3.951815,15.141623,18.492712,9.502697,13.575472,17.047337,5.474496,1.206972,9.536294,18.436953,20.826017,16.537867,8.518955,8.202516,
3887,W,4/20/2017 23:19:08,1622.927124,724.580774,186.151030,220.866713,105.346468,,8.579185,87.341965,152.464874,132.896606,118.505859,73.985283,250.787750,345.771545,274.322083,59.451828,127.399330,197.592087,164.771423,85.316177,105.799828,74.118416,24.238180,33.575146,39.169518,81.071930,49.687706,20.055696,8.825771,8.278048,18.231878,20.586355,17.695053,11.978436,28.913080,15.069184,3.841744,27.858643,26.586466,9.953687,17.420753,17.382561,11.069822,2.950698,4.391980,1.709726,3.458525,
3888,W,4/20/2017 23:19:12,1027.199608,1199.869655,216.763737,274.744731,101.041951,,5.289325,35.121449,37.337772,17.591492,53.034492,107.196869,157.647797,79.540771,138.484329,110.497597,290.747040,479.708313,420.247589,47.645035,46.239632,112.848961,58.182655,26.256083,8.741387,3.762629,19.256208,41.006069,58.319050,68.840630,25.579151,11.306441,2.067201,7.254354,21.985392,39.891666,64.468338,40.110291,6.093230,3.701915,8.441191,12.022908,15.714602,15.311621,7.626570,11.757055,6.991956,
3889,W,4/20/2017 23:19:16,921.887354,808.967339,190.244987,162.252331,132.257849,,14.081482,41.779819,0.879486,10.489280,74.195412,153.912598,215.699402,149.768677,92.151199,108.863686,74.147797,101.331177,175.165527,215.340302,153.953491,83.198715,47.451164,16.727671,15.799292,32.208439,26.773411,19.418545,51.241375,49.719612,10.883605,5.407867,12.701214,23.573521,23.338539,9.733406,9.976522,17.225624,11.061866,5.116343,4.884165,9.986908,4.838874,7.930644,5.805217,7.824601,2.847019,
3890,W,4/20/2017 23:19:20,1372.618515,273.537740,66.458246,186.360308,110.094615,,0.509192,7.716585,16.920290,86.869316,222.846039,178.227310,117.756737,313.271027,278.153412,87.700806,63.156994,47.034245,11.149316,50.248024,88.631363,36.491394,5.464465,18.679029,15.839904,18.733208,10.974998,8.326378,9.480924,3.335342,15.607396,28.897017,20.283268,12.634451,18.106750,15.809195,7.207489,6.589603,10.913418,9.919430,5.613847,8.010962,15.412363,6.705730,7.259126,8.028439,4.969221,
3891,W,4/20/2017 23:19:24,1235.802156,1234.112423,117.225569,155.507288,96.043508,,0.213244,2.204863,23.731831,37.991680,14.927886,26.541790,84.150620,54.473381,80.458267,274.046204,637.275635,257.336090,135.937286,297.882996,249.042023,43.379463,107.247681,88.082756,55.204128,27.052990,32.141811,25.925255,17.075319,6.774211,8.255982,3.391492,23.163984,18.027063,19.626955,15.902644,9.129171,7.011547,5.235174,2.123411,4.099073,9.550604,8.973456,5.884530,9.090426,9.419879,4.877877,
3892,W,4/20/2017 23:19:28,1484.851397,947.803337,170.350433,163.538016,99.561268,,4.061696,1.725605,31.686255,64.676750,186.497223,191.742920,84.634628,126.588440,171.452759,418.475983,207.370834,266.845428,331.629456,139.754379,47.954391,52.813869,34.893127,25.203724,48.708961,17.963602,5.840866,28.812439,71.488152,44.317192,1.928182,8.606591,10.762380,11.972634,14.504230,5.699657,6.576900,22.160259,12.168238,9.367846,23.766891,16.369762,2.741459,5.612100,7.823365,2.580584,2.825118,
3893,W,4/20/2017 23:19:32,2334.501674,430.782143,109.962226,109.857457,98.242855,,2.477928,5.985632,19.046774,13.013740,16.366314,2.836564,46.667263,258.502136,618.965210,872.090454,481.027588,51.301941,42.418411,116.641762,83.573524,33.206982,6.380558,38.282887,58.976078,16.999220,12.027836,9.863196,19.243326,35.158234,16.670414,3.038281,2.191188,4.045986,17.296696,16.764011,5.739401,13.965590,5.360625,13.059064,8.952772,3.545281,5.007446,3.413603,0.523967,3.056707,3.896839,
3894,W,4/20/2017 23:19:36,1661.088286,611.572104,185.958564,248.369347,114.548389,,1.561560,4.920832,18.261761,54.360207,112.657593,123.807953,73.998810,39.465256,264.959473,819.933350,148.723053,137.756393,74.931129,100.909882,63.690617,64.756706,24.379404,62.991737,82.156235,60.760067,64.371185,29.443935,4.686435,6.926632,19.770309,34.212009,10.720942,30.213324,24.777044,10.723956,20.951317,35.949062,27.028431,22.847275,7.338416,5.791308,7.322298,3.621435,1.910221,1.474762,3.487546,
3895,W,4/20/2017 23:19:40,1295.305054,456.696895,101.090259,165.308689,118.453133,,0.188654,25.560028,122.736290,118.220352,63.974976,187.411880,210.238007,134.856583,251.687897,95.044067,85.574974,174.822205,47.771191,69.979858,77.878563,14.544482,9.019194,16.447248,46.234154,34.620567,13.290684,9.489107,8.401897,3.330442,31.957561,38.587067,20.121639,12.789577,10.569584,11.564327,8.204862,5.529596,8.529458,4.020879,8.731075,2.182792,2.222076,8.259485,8.977030,10.018963,5.000278,
3896,W,4/20/2017 23:19:44,945.568172,394.544804,123.475250,204.348993,84.608997,,7.527285,21.327223,23.073191,27.453121,133.394501,100.338722,90.078964,119.036415,79.113434,236.745575,115.007027,23.157944,66.507774,107.624863,70.567520,14.189102,38.389366,41.897900,32.210335,19.875446,11.594748,22.216042,31.356369,17.217091,21.215555,35.600807,21.362183,5.742047,14.962592,23.568544,15.799728,14.426762,22.145552,6.195038,1.376189,1.582337,6.774465,5.094835,8.872253,13.396753,7.448906,
3897,W,4/20/2017 23:19:48,1670.464428,602.710596,110.074168,239.393659,104.422575,,12.393049,53.608631,99.526123,51.193901,79.862473,43.571068,122.591240,265.301147,294.820831,325.868896,334.120117,141.135284,69.471069,109.206139,150.113953,40.633896,18.943010,40.860374,32.346870,15.661897,5.097283,4.658307,38.657009,25.455065,20.544607,24.557568,14.052424,22.984415,44.168633,27.787315,18.680965,20.851971,3.712273,1.772378,3.618335,5.657789,7.410778,7.907626,12.404085,15.440207,8.386898,
3898,W,4/20/2017 23:19:52,1380.721472,653.128937,76.227693,92.870057,111.653231,,8.842215,21.421270,73.422974,89.695023,98.476654,160.403198,144.369827,251.177505,356.415833,105.056969,80.282219,224.179321,141.300049,56.572250,38.288692,100.549942,25.631462,26.464737,40.142483,9.488335,23.427662,17.682121,11.374439,9.628421,4.626715,5.141802,13.235601,8.557314,1.466777,3.603476,7.239109,12.457239,5.293295,6.203510,2.551986,4.324165,2.341541,4.367812,7.114320,4.930633,4.041476,
3899,W,4/20/2017 23:19:56,1748.178496,316.432882,104.215055,99.316650,59.657654,,1.489474,5.152312,38.256912,54.815872,28.025909,144.093964,138.132294,108.507477,298.876526,519.843750,412.473480,52.072426,81.393692,82.949173,23.515709,28.965990,10.171474,20.955093,16.409325,26.305161,20.804296,10.830838,9.198126,22.908253,14.168381,12.566499,11.625026,12.712543,5.120957,15.345703,3.361557,2.113942,3.035180,5.490275,3.582407,4.919609,1.729623,4.182381,8.642808,3.832047,1.056093,
3900,W,4/20/2017 23:20:00,1261.876378,959.737858,231.595531,266.597984,111.681552,,5.728605,9.828287,6.911204,23.875256,23.624474,55.567493,32.740448,57.446449,424.613312,374.058960,253.210495,296.953857,186.430862,175.427826,68.994598,41.283607,100.222641,66.490166,23.934299,30.149809,26.700239,19.407415,72.259521,65.390076,17.688471,2.697386,29.938227,52.685921,20.108221,5.573138,7.307660,10.130432,9.496759,11.211602,10.169940,14.290591,26.943922,30.675102,18.990231,4.319578,12.059274,
3901,W,4/20/2017 23:20:04,1975.102913,473.207297,420.587328,319.834959,169.201368,,8.664993,73.078468,132.828217,80.117249,41.022018,38.668037,71.666618,529.171448,576.899048,265.409363,166.242447,13.749875,17.316536,35.230007,184.251266,154.450989,33.622822,11.348263,23.237539,26.889149,61.204185,130.332932,128.978668,61.879929,11.302465,12.425459,39.282593,27.908377,28.686541,44.037731,38.607277,16.752584,13.359097,17.578949,9.472525,18.776934,9.488873,3.650827,5.951975,17.749029,16.106190,
3902,W,4/20/2017 23:20:08,944.718117,388.636272,194.924765,205.948111,103.228122,,0.907595,7.026207,29.944504,48.575382,30.235497,66.411118,56.835594,26.745892,169.594116,306.924622,202.425186,77.669441,43.500351,10.969173,46.982300,61.160099,11.169018,64.115585,73.070305,98.492813,29.166447,21.027092,21.808481,10.108921,14.321011,20.764858,27.710138,16.112989,4.877989,10.767445,16.406563,12.345669,3.535862,29.324961,26.102303,3.420712,3.277409,13.877464,7.707698,5.552090,4.163961,
3903,W,4/20/2017 23:20:12,1819.025249,553.060463,70.424142,197.423001,105.342667,,0.856081,30.926126,4.878366,87.418358,79.278114,91.687103,311.581299,228.964905,554.965515,325.669342,103.656120,78.841499,85.323761,75.859596,74.823868,77.962738,104.444809,43.600391,12.203800,6.296772,9.823232,37.840702,12.843724,1.574503,2.045209,15.892743,13.788462,4.648578,11.162271,15.432249,6.282088,2.830823,5.388632,14.474717,5.235411,11.827380,23.670969,23.425213,20.930712,13.097387,9.335365,
3904,W,4/20/2017 23:20:16,2138.876246,559.652193,231.574879,188.775223,111.232016,,12.268260,20.422907,2.703204,35.210098,167.143280,175.156860,218.882324,926.799744,548.377991,21.587122,22.592716,41.758751,102.847961,182.870605,101.829330,18.297358,32.799664,41.380440,37.868084,71.782951,49.419106,42.513302,39.792015,20.416561,7.650944,0.411384,10.447968,11.780142,5.762318,16.351770,15.420006,14.036533,19.908600,5.238800,19.587757,26.418800,9.337707,9.236988,3.606106,11.708149,9.522194,
3905,W,4/20/2017 23:20:20,1045.598804,547.558151,106.116569,118.639323,95.564251,,7.201828,27.487976,79.273430,48.623894,24.055004,63.879906,85.955872,186.936264,137.018417,129.227600,263.140442,190.901871,78.466614,19.252573,50.826370,110.003540,44.251183,22.708456,31.147545,14.902594,24.084307,8.471819,14.202916,27.198830,17.256104,3.799375,5.106462,6.610295,11.615717,6.348974,12.720984,7.442919,14.829044,12.466253,8.343134,6.525897,7.145428,2.674000,1.664947,4.496966,6.848927,
3906,W,4/20/2017 23:20:24,1250.476496,550.659771,109.692848,208.139425,88.924077,,11.040867,25.496416,21.720535,140.244370,159.711487,190.356506,15.694790,260.357849,343.666809,54.217571,39.010162,20.194283,93.131630,248.609680,69.862640,38.674576,17.969078,43.585747,18.632137,13.769019,35.668613,26.164347,11.604650,14.799767,7.686451,3.021171,24.366158,38.470367,25.417688,30.241686,8.969749,2.078097,5.110798,4.039399,1.594361,3.540523,8.743671,15.162283,5.575191,9.768915,22.039368,
3907,W,4/20/2017 23:20:28,1651.656258,339.931574,114.449647,192.198655,94.851686,,26.901730,131.843735,213.287247,159.295135,163.223511,248.223663,256.240570,136.517090,121.500542,135.507004,86.017761,79.811386,25.827053,59.028755,39.676929,33.211613,49.429047,35.025326,17.921465,23.546059,17.657253,21.341009,11.828360,13.758296,26.318670,22.612711,26.557749,13.804341,3.135173,9.066739,6.448141,7.131017,33.137089,20.796534,11.518032,3.053285,4.723536,14.910718,4.659460,5.333106,5.311025,
3908,W,4/20/2017 23:20:32,1871.039810,405.766064,123.863414,190.016208,83.388995,,10.017261,50.193607,51.851398,153.393433,237.468338,327.386047,250.583099,338.439819,191.011902,231.526138,39.186028,19.181137,48.882065,74.801163,79.710022,70.708832,28.680855,39.711868,44.090122,24.707163,26.450785,22.678392,13.132385,9.665387,27.229301,32.904968,26.335798,18.000130,17.791281,7.310235,1.921802,1.882090,4.941821,14.104839,18.821972,9.553171,3.324904,5.386883,17.598309,9.716395,0.421610,
3909,W,4/20/2017 23:20:36,1557.867031,473.611001,121.521402,108.188306,82.220766,,15.919135,126.901672,141.506027,54.895237,49.393684,83.832047,166.619583,315.828888,132.467926,308.677338,177.744629,141.491501,141.030472,26.941477,13.679222,61.595043,46.004982,27.576561,15.291743,6.341047,38.009697,52.373425,10.290595,7.201324,7.305315,4.028705,10.159803,1.602459,7.214170,12.406674,20.309093,11.087399,8.369194,1.176606,2.703089,7.817423,9.931925,6.310144,2.808131,1.865763,0.397725,
3910,W,4/20/2017 23:20:40,1229.605865,721.867412,76.923073,182.325940,85.391769,,12.338682,41.293320,18.642570,129.546448,119.704636,28.755535,43.553829,312.553772,358.472717,112.083862,64.999176,186.584900,45.437744,130.858215,214.848648,114.320740,4.544560,13.167830,12.104775,4.235017,12.945097,23.322174,19.219112,11.908606,5.293067,12.519138,14.291186,19.418846,2.146843,9.139624,7.635466,18.240265,21.244389,8.247470,7.818623,7.203809,12.621370,19.618702,10.245026,8.925853,3.009330,
3911,W,4/20/2017 23:20:44,1854.442482,330.150893,69.945117,141.354831,87.521101,,17.446615,99.402100,120.696564,41.311287,109.730453,194.421600,271.348419,342.924072,272.794983,216.914124,184.898880,110.721550,17.883291,29.481915,63.073574,51.786720,41.676758,12.570034,2.957051,5.141238,14.438405,10.603930,9.199633,14.302301,16.259609,12.533200,5.501762,5.606897,17.066097,15.226527,11.890285,7.437887,8.271545,7.907623,5.055946,16.785610,9.635181,3.663659,6.843603,5.148690,2.780316,
3912,W,4/20/2017 23:20:48,1060.293028,889.930419,211.765965,182.947958,74.580550,,3.045446,42.707321,75.657097,16.313299,98.640854,121.714096,76.509781,92.247864,196.449738,138.125793,201.927185,244.143143,241.264313,223.060501,16.314724,62.650906,55.458904,14.450336,32.587593,23.307117,12.497047,39.405266,28.446953,52.360390,55.749191,21.478699,11.483124,14.463269,20.448446,31.617466,30.009491,6.086831,3.714540,3.659852,2.127599,2.527008,13.118477,11.107744,1.405571,4.767229,4.932613,
3913,W,4/20/2017 23:20:52,1592.745178,474.684404,66.571618,243.547024,86.643564,,31.022869,72.283936,39.283218,64.313049,188.531250,209.917587,202.199463,354.462311,347.334229,53.463173,60.956963,160.728561,148.298309,40.607666,49.186779,4.922992,18.997719,23.500889,28.441488,13.180609,11.249150,17.685875,8.224292,5.651565,10.580127,15.330121,32.346432,34.314617,18.511007,24.876678,26.405024,25.556868,10.309970,3.719513,9.462003,6.548975,12.248658,11.190029,4.628963,1.698969,6.399198,
3914,W,4/20/2017 23:20:56,1102.130264,429.197758,69.160410,150.868009,76.225216,,20.440504,52.691978,75.452042,99.209694,106.789146,66.430122,267.594025,65.294655,84.745422,176.918839,107.004341,111.850548,120.365364,49.538723,37.598671,22.004549,20.026001,44.188671,23.625231,23.116875,13.522543,12.615921,8.523976,5.122757,6.258338,15.138449,38.723972,12.962199,6.982083,3.163942,8.940983,7.119977,1.721359,1.715690,6.647776,8.433636,7.777068,4.975913,4.118641,8.465844,13.980475,
3915,W,4/20/2017 23:21:00,1263.558029,600.616299,172.279345,152.261492,84.801566,,5.036438,100.019600,96.172096,86.873444,40.256485,96.834717,87.018799,154.774689,273.714111,119.589737,208.304352,243.836090,102.806168,93.011749,16.410212,23.579132,78.197433,36.695580,6.079935,29.380711,44.610836,7.185252,21.192932,34.056286,35.853329,32.572544,10.653710,4.396086,7.819296,6.272990,11.012936,21.823040,19.728865,6.031340,6.835719,4.468663,6.355306,6.554457,2.998387,0.536606,4.201548,
