File name	00621.100
Result analysis file name	00621_baseline.raf
Subject	00621
Gender	
Age
Memo
Free comment 1	SubjectID	00621
Free comment 2	Date	01/02/1970
Free comment 3
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

1_EEG			uV^2	uV^2	uV^2	uV^2	uV^2		uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	
9	NR	12/22/2016 16:00:34	745.424169	510.695154	205.975697	76.473037	3.045949		0.607330	17.674765	93.213531	127.502975	30.322655	119.429504	159.418716	92.478661	62.473549	38.686005	4.223807	26.679497	59.503632	62.411060	111.289253	23.350302	73.634384	115.779396	38.047630	71.793411	59.213310	36.767464	14.092329	17.228266	6.880917	13.862514	14.766136	2.327293	8.623644	8.140991	9.067843	7.823793	3.821135	0.816088	1.105213	2.203589	1.699232	0.576565	0.313357	0.471216	0.854425	
10	NR	12/22/2016 16:00:38	463.589605	366.728289	39.349242	47.780139	1.499229		1.333511	29.414745	53.643818	73.898819	94.336731	35.181355	30.965031	64.208115	29.861513	23.527525	28.551954	28.087429	37.648884	34.908306	52.103546	94.115875	48.360474	41.699268	29.804506	6.960111	0.750608	5.629027	2.696598	5.672729	17.640169	13.643625	9.644570	5.116928	6.287338	2.140872	1.794935	0.359157	0.506342	1.296308	1.884208	0.876280	0.254033	1.159223	1.258611	1.097808	0.459900	
11	NR	12/22/2016 16:00:42	1488.810223	220.030449	127.829529	98.574628	2.660214		2.081600	51.604332	116.560028	90.150085	158.823105	199.620926	376.114044	286.055054	137.795441	35.450104	36.637104	58.621956	21.266075	25.570366	14.051390	19.428175	25.189390	26.039501	29.863596	13.778673	9.397444	30.273636	18.517738	25.538834	30.323204	3.995342	13.786020	23.509197	15.647421	9.720586	7.716112	5.209158	3.149000	2.320351	4.754954	3.846738	0.982919	0.830893	1.312618	0.488134	1.305185	
12	NR	12/22/2016 16:00:46	784.794107	333.529591	129.565896	26.990900	1.759857		1.984287	25.622147	68.126091	210.537460	30.888304	152.028961	28.640320	79.661888	70.370407	68.646477	50.272053	51.244549	66.465286	38.370495	54.226166	45.765842	36.307388	21.518017	19.631847	15.115263	12.147048	30.831831	36.990940	21.504042	12.976772	5.924881	4.133029	0.451181	0.844879	3.910317	4.158628	1.331820	2.314768	1.307159	0.342517	0.350094	0.786357	0.420016	0.309519	0.318782	0.086954	
13	R	12/22/2016 16:00:50	225.953525	371.466739	98.374998	62.060323	1.161693		4.284811	15.344328	29.888184	16.810543	27.349312	48.647457	12.093117	6.436936	14.366781	24.210346	30.806520	23.741104	24.122828	47.548035	53.265678	69.881012	110.961136	15.894555	26.052391	23.323349	20.370495	7.877886	13.001202	23.925411	9.876656	4.919955	6.548703	5.789959	4.365696	8.883734	13.330046	6.724567	4.220081	1.846715	1.146458	1.450701	0.747833	0.700236	0.325968	0.525437	0.534233	
14	R	12/22/2016 16:00:54	156.284301	371.205914	120.198942	39.263789	0.932271		0.400517	3.189766	4.261464	5.800809	24.430000	45.201363	31.323315	22.483965	2.361472	13.554380	3.677767	43.795197	34.532776	12.798739	35.677353	61.363777	15.190638	88.018364	79.829071	44.015030	29.181442	13.634090	7.481271	12.032650	13.854458	8.561773	10.348229	6.808386	2.788008	1.441816	2.968364	1.422831	0.303663	0.523941	1.212800	1.353078	0.624808	0.453848	0.107313	0.162111	0.182820	
15	R	12/22/2016 16:00:58	127.170930	388.965855	72.942094	21.672831	2.155554		0.393840	4.505067	7.920490	7.805501	3.531608	41.743164	30.181076	8.524300	7.350538	12.950626	2.658559	12.655122	16.641081	36.608009	59.258247	92.829979	126.612915	32.171810	12.188691	18.405582	11.983724	12.601013	1.719240	12.330574	15.901960	1.475799	1.091007	2.106284	2.869131	1.597605	2.291483	3.581484	2.594109	0.898566	0.360186	0.761903	0.216786	0.564073	0.345998	0.803579	0.114838	
16	R	12/22/2016 16:01:02	143.212886	213.149178	164.331803	71.248399	2.151740		1.961245	10.667762	12.710767	7.633486	15.335461	27.753716	37.500015	13.620555	1.075484	9.433367	7.482274	10.285265	23.024696	29.052357	25.010468	30.751884	34.186184	50.285229	10.553095	16.692438	26.532568	23.978106	9.285129	32.950497	54.893066	36.520084	16.367918	4.700539	0.164681	2.965583	1.391110	1.402546	1.929990	2.163229	0.707898	0.465185	0.964920	0.660605	0.295461	0.398637	0.150012	
17	R	12/22/2016 16:01:06	141.004279	347.883027	298.087353	17.294572	0.762599		1.832919	25.849140	24.246765	14.929359	9.257430	8.357355	6.709311	25.160770	7.954084	16.176565	2.363497	2.474952	0.662833	3.533625	6.920722	6.864174	50.877541	149.235245	127.313934	106.817276	94.419952	62.094940	18.075403	11.101295	5.578486	1.553404	1.498637	1.017808	0.617111	1.511503	2.128272	1.204394	0.240672	0.201935	0.742600	0.971551	2.100861	2.470556	0.748743	0.167416	0.119109	
18	R	12/22/2016 16:01:10	137.465933	254.784346	33.118242	23.695357	0.546180		2.465100	3.224241	9.222281	12.400151	18.714901	9.034831	7.206520	33.797318	24.056791	8.991128	10.817772	12.922909	16.524319	12.659687	11.715324	60.926903	89.006393	33.392578	17.636232	16.736771	3.216774	4.182901	2.301365	4.762602	1.917829	2.228350	3.260061	2.813897	0.952058	5.600506	2.584510	1.481522	0.262626	0.730150	1.833208	0.786244	0.301997	0.483788	0.188818	0.124178	0.063443	
19	R	12/22/2016 16:01:14	209.344941	248.439939	26.709840	24.676645	0.730591		0.025519	7.469825	3.888895	3.217777	3.595171	33.971558	79.552765	34.762859	23.573545	16.247421	3.065125	12.795734	11.678790	29.264608	79.299789	99.083664	12.419020	2.794866	1.103467	0.653355	0.494850	5.392768	6.989607	7.758133	5.421128	3.366175	2.677622	4.212607	5.577445	1.342303	1.349246	2.166561	0.647523	1.302930	0.941832	0.456076	0.288525	0.008986	0.126985	0.132744	0.079084	
20	R	12/22/2016 16:01:18	288.333116	326.843823	52.067324	29.143793	0.837572		5.790435	10.087472	8.352085	13.980819	7.514855	16.057083	73.875015	79.921654	23.763241	12.044545	42.736347	71.532021	78.275536	39.829216	27.653969	27.689186	24.739346	15.957318	41.167233	30.959385	7.008307	4.226690	1.961790	1.817798	6.093355	5.759268	4.927115	5.531335	2.403970	1.201439	2.294121	3.396575	1.206657	0.892116	0.606383	0.190005	0.089912	0.081424	0.106732	0.298117	0.158625	
21	R	12/22/2016 16:01:22	271.139593	319.822130	74.121749	26.622560	1.349515		2.046575	9.073815	23.519455	23.414917	15.977471	12.227854	17.837574	56.693920	44.634590	20.537401	47.222595	22.648458	23.863062	45.959801	33.328293	52.592865	84.642281	49.048553	7.738817	15.178357	7.756880	12.298509	2.652316	19.909405	16.326283	7.108862	3.195364	0.634705	1.670236	1.885096	2.564335	4.642646	0.652409	0.550423	0.738203	0.570508	0.657794	0.196285	0.674692	0.235128	0.645873	
22	R	12/22/2016 16:01:26	186.653032	312.281680	54.443641	20.287278	1.119005		0.982278	3.517872	11.318395	21.953953	36.283588	26.875399	38.428707	22.142954	10.487450	9.898338	5.746377	17.552818	76.684578	59.771431	69.686050	36.236481	22.307144	19.093235	10.949943	22.316309	6.768679	4.702881	10.043133	7.195243	3.417396	1.306716	2.170353	4.918020	2.001539	1.242674	0.999557	1.481140	1.799499	0.727226	0.897302	0.285181	0.757255	0.317860	0.992560	0.309884	0.080514	
23	R	12/22/2016 16:01:30	170.002592	326.720336	149.392058	35.542432	1.387952		0.001564	6.848330	25.667545	11.982194	6.502344	3.871589	52.074142	48.412540	7.281961	6.190281	1.171664	24.544170	28.990688	3.072977	17.390722	46.926708	82.722404	76.472984	46.599682	36.917664	40.148949	27.513134	13.049081	25.190210	6.573021	12.089568	8.625560	2.278999	0.922985	1.356365	1.486617	1.101287	0.456370	1.174871	1.676912	0.931243	0.531121	0.264691	0.710581	1.159856	0.775407	
24	R	12/22/2016 16:01:34	100.811143	240.802110	178.495520	29.637093	0.863692		0.383799	14.080186	13.765548	2.734153	9.148774	6.719639	4.660090	15.829212	19.496262	8.619493	5.757787	3.236142	3.961101	11.741138	21.574171	4.625799	22.253153	100.659401	72.751205	76.539017	46.847847	17.634018	18.103493	9.469443	9.901702	6.052176	7.093081	5.204371	3.389777	0.135505	0.988791	0.763445	0.225232	0.080918	0.367496	0.878703	1.489763	1.681294	0.630766	0.433411	0.222363	
25	R	12/22/2016 16:01:38	122.288301	292.623318	259.929769	29.471732	0.974393		1.035995	9.522043	19.892019	16.767639	8.492480	5.228912	5.297523	28.391550	18.412163	7.156570	3.127400	3.681581	1.880605	2.887308	4.142799	12.126072	97.659744	129.532547	40.712662	17.475233	62.851803	111.635445	42.453613	13.317615	12.196060	10.789691	4.687973	2.228804	1.600981	0.869110	1.331947	0.440326	0.346628	2.718019	0.702398	0.504156	1.093788	0.457062	1.039055	0.431508	0.230285	
26	R	12/22/2016 16:01:42	136.469789	578.129148	33.140561	22.647210	0.925361		1.446001	4.687050	6.091973	8.715592	11.367145	11.715160	17.045101	49.815502	20.397297	4.455939	2.179030	4.297220	2.342184	1.922220	6.787308	36.162579	322.556702	192.570450	11.490486	11.354950	6.863211	3.569115	3.727358	4.213050	3.412878	3.713798	0.952411	0.782340	1.167982	0.842861	0.526649	1.022241	2.932259	3.987868	3.668002	1.709355	0.475700	0.288822	0.078110	0.305187	0.193625	
27	R	12/22/2016 16:01:46	114.118561	331.964045	216.811607	39.836892	1.547736		0.347986	5.351258	9.146675	2.273760	7.407598	1.791872	23.858135	43.083977	12.119364	5.340307	3.745615	4.525531	10.493343	29.281828	14.301206	153.412888	79.654518	26.485641	13.809090	16.525923	48.223621	43.049252	58.663574	19.560011	30.789227	19.268614	2.019648	0.274845	5.099274	3.483099	1.008457	0.165361	0.360107	1.038396	1.048410	1.704412	2.120538	0.680290	0.105452	0.592141	0.867848	
28	R	12/22/2016 16:01:50	91.697471	482.060917	166.469129	19.858606	2.178859		3.175270	7.637119	9.761106	0.959188	14.828949	28.593838	7.059931	2.481215	4.179482	9.352780	6.843864	7.972733	20.546867	30.202381	36.852863	60.514019	50.293938	133.583038	142.095078	36.936897	47.032898	64.668640	8.782844	5.842583	3.205267	1.042602	1.285485	2.870656	0.206234	1.563955	1.937197	1.854842	1.493677	0.511771	0.789770	3.043958	1.800711	0.352740	0.684918	0.217416	0.202672	
29	R	12/22/2016 16:01:54	176.385753	412.862363	110.634768	28.080614	0.593678		0.622711	6.710744	22.434633	28.831398	16.410322	7.332554	3.856312	10.123260	15.601011	32.443184	32.642334	16.084175	4.199819	17.215212	26.172066	28.944654	133.222687	111.198555	75.825195	40.365067	49.009644	10.370106	4.173653	5.663941	1.052357	2.558018	0.552603	4.743589	5.276869	4.446537	2.511727	1.981359	1.781826	1.443089	0.689159	0.247007	0.863257	0.262593	0.113805	0.377878	0.231296	
30	R	12/22/2016 16:01:58	209.909434	179.605982	126.612992	20.278299	0.906219		0.272563	6.816620	1.784885	14.493722	27.435623	19.772631	39.391525	25.991949	5.830709	31.778454	36.613316	16.152725	11.302757	21.057648	19.723454	22.369070	39.563587	27.476929	21.959812	42.271870	32.027149	16.741529	12.302900	13.710787	9.558757	2.115547	3.036841	1.036124	0.660348	0.743161	0.588103	1.696007	3.546311	2.725961	0.764926	0.936164	0.837546	0.473064	0.648830	0.334362	0.135004	
31	R	12/22/2016 16:02:02	288.383164	326.325431	20.675528	19.013721	1.941408		3.296738	21.320959	28.523071	9.950274	19.315960	11.463446	11.157488	48.089409	82.414665	29.530966	26.616926	18.276794	30.798241	47.271061	78.190063	92.163025	35.604969	8.359361	15.661917	8.136891	1.480752	5.170827	0.673835	2.608298	2.604925	1.846431	4.015895	3.278264	1.678102	1.642097	0.210676	1.058390	1.167938	0.610081	0.524643	0.197677	0.645530	1.195615	0.326471	0.235908	0.380005	
32	R	12/22/2016 16:02:06	102.873487	468.023954	32.446061	19.008457	1.131680		1.440997	6.904971	4.060611	3.279500	3.147884	9.945809	3.682473	20.439581	23.184376	9.897316	18.330965	3.859463	4.197232	1.234446	7.803373	40.813793	145.358246	192.640396	72.117004	4.906774	5.839873	6.950996	6.486573	2.065360	6.196485	2.977021	3.066723	0.382705	0.419060	0.722576	0.742685	1.172612	1.920270	0.949692	2.628139	1.780376	0.897821	0.271464	0.092235	0.383180	0.601895	
33	R	12/22/2016 16:02:10	186.628670	264.420271	321.403333	24.921321	2.663161		1.864876	4.977422	4.158311	8.884682	4.250406	15.382912	27.636208	70.211533	37.857719	9.497348	3.772131	8.944209	16.933826	28.255098	13.197064	72.285423	83.317245	12.103264	29.384140	88.135513	100.276520	73.937439	44.475246	13.341246	1.237369	1.736545	1.564038	1.913979	3.690162	4.859233	3.034027	1.223353	0.743285	0.494678	0.685519	1.952871	1.489199	0.230996	0.048834	0.215475	1.039128	
34	R	12/22/2016 16:02:14	74.761584	625.777006	28.393056	19.266660	1.264343		1.870042	4.688554	2.871945	6.347155	3.436844	1.869351	1.642757	6.357302	24.374588	16.959044	6.214044	4.926116	4.844962	17.549801	26.163548	97.999825	280.440369	151.295578	42.556808	10.710239	6.612702	2.096694	2.664748	3.541809	2.766863	1.478756	0.674966	0.484291	0.775873	1.760258	1.299806	1.923055	1.335294	2.897162	3.376382	1.298470	0.751807	0.147170	0.643621	0.317517	0.102233	
35	R	12/22/2016 16:02:18	123.594916	417.416384	21.281690	17.623382	0.815310		1.180573	3.418954	3.316617	10.311699	7.062466	3.165193	20.357182	42.652328	20.640806	2.323491	10.346182	1.955951	5.282344	55.880360	116.945457	94.538734	106.614021	30.400856	5.798660	7.535956	2.373104	1.286752	2.874897	3.867502	3.343479	2.705662	0.770480	1.239242	2.405349	2.042810	1.611433	1.956086	0.975097	0.808907	1.119628	0.621866	0.250965	0.412579	0.277069	0.178326	0.247883	
36	R	12/22/2016 16:02:22	187.321844	389.329606	19.146356	17.528292	0.846550		0.880040	5.778877	7.316109	16.005989	18.391479	19.909142	17.524538	21.237022	28.134121	26.393572	26.630995	16.798483	6.356115	7.469892	41.861099	73.913269	134.374359	76.141891	32.414497	7.188596	3.059572	1.252417	3.943840	1.924776	1.777157	0.257910	1.147102	1.877714	1.152841	0.635776	1.642382	4.565046	2.068411	1.217480	0.827055	0.588930	0.719296	0.301801	0.164733	0.089931	0.271883	
37	R	12/22/2016 16:02:26	175.529773	380.310360	153.958187	53.478009	0.798681		3.573264	4.746971	10.048595	13.907051	12.488050	7.623235	17.110052	60.233639	35.500507	11.245544	2.626128	11.186378	20.306154	9.673800	7.423924	19.862873	86.838783	139.772095	85.246353	92.645454	29.718107	12.561743	3.806150	7.200959	8.025773	15.898358	17.849224	7.239078	5.772693	1.097743	0.177844	1.034296	0.412991	0.734813	0.845604	0.923708	0.459670	0.414718	0.380989	0.132287	0.103992	
38	R	12/22/2016 16:02:30	207.452394	383.442830	123.448535	26.073544	1.285142		1.053531	15.403238	27.738585	22.028061	33.945549	6.645144	16.881731	32.636009	14.687222	20.539049	16.947807	6.896035	9.323761	51.643185	66.546425	39.034306	14.723499	67.859207	127.416412	38.738976	20.252604	28.081402	10.821465	16.942974	8.611115	2.530028	5.311294	5.584375	1.824944	1.637488	1.318073	0.530650	1.202956	1.440141	0.664806	1.407946	1.239441	0.285379	0.522895	0.450780	0.122347	
39	R	12/22/2016 16:02:34	125.435070	489.432924	35.589440	20.380742	0.747779		2.660796	5.724701	4.874655	7.524289	11.128704	11.187630	6.266079	17.564444	42.815926	15.495434	2.853208	9.233611	4.012860	13.619884	22.258951	37.904266	141.348297	186.783630	74.271423	14.124552	11.044730	7.244522	1.080603	1.358856	0.736178	0.400491	1.375767	2.099027	1.222920	0.336566	1.836834	2.236506	1.335369	2.330091	2.759197	2.897125	0.232005	0.481652	0.448544	0.303933	0.084715	
40	R	12/22/2016 16:02:38	133.699146	385.941128	17.646433	8.841150	1.216213		0.041655	11.199265	13.706530	9.830290	12.560323	10.280336	4.945065	19.179165	31.877754	15.266019	4.854399	3.248960	1.273977	5.498768	21.711077	162.644775	160.129486	25.759291	5.674793	4.706086	4.795969	3.895192	1.109034	0.248374	2.891778	1.164674	0.148530	0.759173	0.375230	0.942723	1.309734	1.994132	0.663607	0.221184	0.107623	0.368987	0.140405	0.087040	0.154347	0.133828	0.269933	
41	R	12/22/2016 16:02:42	134.570995	383.886507	24.817085	19.417426	0.712387		1.155112	3.896827	9.418455	14.644524	3.894039	7.838494	11.314118	32.051414	43.084038	7.677564	0.751521	2.358209	3.398517	11.268160	54.935478	191.136795	103.638016	12.101822	5.049510	6.348900	4.793530	1.993819	3.774043	6.216406	1.690387	1.741547	0.667170	1.835114	3.349541	3.143036	0.798671	0.797598	2.131729	0.434362	0.439555	1.214786	0.985012	0.640869	0.772221	0.259998	0.206218	
42	R	12/22/2016 16:02:46	190.759249	202.375853	33.719028	17.099494	1.140405		2.148025	15.880486	29.085642	21.114748	16.539799	8.218031	3.124553	32.058624	46.839867	11.630075	6.267425	9.774141	6.291811	4.300438	54.538071	91.323189	21.613575	8.019916	6.514713	8.645432	7.258165	7.001946	4.926603	3.465063	2.421819	1.966291	1.014568	0.533796	1.392549	3.888295	2.425103	1.441001	1.848585	0.864307	0.678324	0.564801	0.232680	0.044464	0.046045	0.058282	0.100405	
43	R	12/22/2016 16:02:50	149.480023	203.225827	66.319924	10.781562	1.368348		3.809942	26.219294	6.317004	4.521627	4.592930	3.268897	12.470102	18.700274	3.760474	32.477226	37.152195	29.139185	32.206776	19.099749	14.723364	62.755421	24.804066	9.923952	10.573316	20.605627	23.141567	7.268066	5.446248	6.391799	3.466616	2.357795	0.479135	0.610011	1.998609	1.237860	0.637593	0.186494	0.573405	0.472512	0.357707	0.414690	0.308590	0.444230	0.345164	0.174406	0.183361	
44	R	12/22/2016 16:02:54	304.708517	398.242172	23.650334	26.869507	0.756620		0.397185	2.238237	5.337160	12.122030	33.736465	55.037994	50.905903	47.673378	52.205971	35.397530	10.053848	12.484697	9.754579	22.534292	29.933214	141.008011	152.082123	28.768936	1.676320	3.763072	6.551537	3.180583	2.378199	4.026097	3.750845	2.206346	2.071393	6.594528	5.078432	1.337682	2.018143	1.872971	0.498755	0.430245	0.877824	1.520979	1.081843	0.349233	0.446554	0.283020	0.201560	
45	R	12/22/2016 16:02:58	140.842039	212.694978	36.752346	18.691089	0.982422		3.802758	8.435739	6.653471	15.858624	18.055302	34.088921	41.796673	6.733048	1.504739	2.879066	4.836459	11.058433	7.575634	7.167732	29.019964	72.375137	44.449432	29.800026	11.248619	12.446926	4.401132	3.545114	2.161540	6.075428	8.122206	3.942393	2.203315	3.097103	1.847268	0.457030	0.524637	1.182910	1.330665	0.100263	1.107517	0.372568	1.034240	0.400418	0.463566	0.398738	0.228457	
46	R	12/22/2016 16:03:02	522.996852	242.832768	50.249323	35.876387	0.902428		4.387877	15.542387	34.803108	32.661175	84.258133	81.757401	73.348770	59.088867	4.591943	41.921791	95.023277	61.937347	18.427929	55.825233	53.472431	22.962545	23.570042	5.200593	1.436647	12.327045	14.891134	6.687623	4.143027	7.762448	4.438046	9.771740	3.120262	3.396360	3.676078	3.951419	3.100535	0.958839	1.892766	0.905069	1.090284	0.593324	0.411758	0.940077	1.050244	0.694061	0.323571	
47	R	12/22/2016 16:03:06	615.752545	176.089340	131.943451	38.778880	2.399300		4.051373	12.385837	17.791330	20.373959	25.625954	68.773788	111.337158	74.824181	27.476353	110.780487	146.383499	65.569481	8.244020	3.199318	4.595119	16.627293	50.199696	17.179594	10.474819	6.943408	20.225136	25.995821	25.139236	27.220457	26.419394	11.239143	1.708488	4.307306	4.433433	2.900645	2.598444	0.625612	0.718961	0.115306	0.218092	1.225423	2.599019	2.274909	1.418613	1.510724	0.884760	
48	R	12/22/2016 16:03:10	118.585983	316.505158	19.107248	11.926811	0.717295		3.403648	7.429049	5.538195	30.368093	33.641689	5.105250	3.832807	15.782197	10.175346	2.318679	4.394678	6.297884	3.259841	3.095696	17.989420	77.249626	154.772491	42.446320	11.393880	0.081273	7.929716	3.474787	3.595270	2.927892	1.098310	1.827068	1.354798	1.949465	0.888149	0.891180	0.615307	0.754203	0.807886	0.750498	0.391180	0.816727	0.179131	0.286047	0.220112	0.117971	0.077090	
49	R	12/22/2016 16:03:14	161.407229	140.387456	29.411178	24.109093	1.639726		3.924763	4.493013	12.037512	17.945902	14.618342	18.407982	5.579528	10.451576	14.528348	33.732327	29.612700	19.517660	16.979609	4.789971	19.667641	26.653767	32.306587	14.437693	6.034529	7.216825	11.019657	4.584416	0.784731	1.720943	4.084605	6.440118	2.409461	0.244847	4.541067	2.441489	1.296092	2.687818	2.005139	0.595915	0.158267	0.034504	0.138194	0.427304	0.367483	0.021514	0.299879	
50	R	12/22/2016 16:03:18	103.671637	271.100046	129.947129	24.164728	1.410998		0.528792	6.804583	27.673201	4.012440	8.918506	3.364391	14.985440	16.247337	11.936129	5.304555	4.425056	8.680338	5.220002	6.920877	10.669696	20.225061	35.435692	86.811783	97.136597	72.821228	43.092819	4.968485	3.846693	2.485183	2.732721	1.960734	1.616982	2.370412	1.648105	1.022350	0.368255	1.568868	2.406185	2.757504	2.496482	2.282364	1.802052	0.938080	0.472681	0.295144	0.158530	
