File name	00621.100
Result analysis file name	00621_baseline.raf
Subject	00621
Gender	
Age
Memo
Free comment 1	SubjectID	00621
Free comment 2	Date	01/02/1970
Free comment 3
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

1_EEG			uV^2	uV^2	uV^2	uV^2	uV^2		uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	
2227	W	12/22/2016 18:28:26	653.990921	143.253792	121.353609	30.668007	1.471326		18.221609	74.846275	65.590446	51.617912	29.003414	109.871834	134.824844	48.365509	12.393318	59.194965	68.282402	20.600258	9.746510	19.338280	25.385925	21.619370	28.203270	6.735329	11.624851	9.616207	30.775921	16.582146	17.678591	25.314281	21.386463	10.318371	1.328902	2.253764	2.361913	3.493837	3.893036	2.510125	0.432116	0.418973	0.413965	0.857821	0.811407	0.943603	0.387853	0.169415	0.072906	
2228	W	12/22/2016 18:28:30	267.475853	164.195366	224.400143	62.554200	1.609502		13.398725	52.912514	24.701405	21.244961	47.031403	18.453997	5.256104	16.762440	10.458784	22.180752	48.473495	17.061914	7.349111	8.037302	6.899648	11.652338	22.872486	31.021877	59.300690	59.405186	54.467682	39.074120	29.471151	21.354046	20.627958	18.839430	5.357525	10.940699	10.245475	1.344447	0.881026	3.599881	3.802875	2.527225	0.966260	1.858376	0.737681	0.046691	0.573732	0.606775	0.226103	
2229	W	12/22/2016 18:28:34	413.603998	314.423607	62.552176	30.459193	0.950200		11.332642	42.316311	41.794273	9.478765	5.202249	37.519730	42.467449	75.294304	109.308800	33.460537	16.761581	10.785765	19.276684	81.021805	68.750511	30.235586	37.550037	32.017509	34.785709	20.162889	4.302001	13.411206	18.756535	4.000464	1.919081	3.571519	6.353240	6.404141	3.101355	1.069137	3.556149	1.507092	0.688887	0.818603	0.901325	0.767196	0.803213	0.424447	0.317928	0.141970	0.032992	
2230	W	12/22/2016 18:28:38	762.267712	312.658371	43.660248	24.328648	1.258499		64.274216	205.313019	188.605606	67.055054	27.972622	41.112019	53.865215	57.510506	60.543266	26.183273	34.107132	81.112122	86.959099	36.994659	13.959919	13.972186	12.483659	28.061264	39.115463	11.255703	5.191657	10.824343	3.287457	3.826874	9.274215	8.049914	2.342167	2.092745	0.265071	1.470678	2.480169	1.916688	1.189741	0.122629	0.775342	0.849222	0.359085	0.501560	0.745782	0.788389	0.379465	
2231	W	12/22/2016 18:28:42	356.476402	186.860314	120.665197	36.858426	1.368121		8.988297	37.303406	36.116093	46.649281	30.141966	37.186279	65.182571	55.809906	29.483423	12.591822	6.011656	6.179194	9.969019	19.688398	32.856216	30.564106	4.442106	34.581886	48.579388	22.285694	33.826370	36.203152	13.515253	8.537664	6.297064	8.209866	6.614044	5.139146	2.750964	3.366272	3.193911	1.423907	1.377228	0.639745	0.408178	0.872849	0.959277	0.384218	0.895404	0.579106	0.044312	
2232	W	12/22/2016 18:28:46	414.569384	187.084113	87.186913	13.576624	0.961639		2.106361	35.390640	85.783821	67.006302	38.129684	15.215247	48.717960	57.999519	13.747720	10.537420	42.041069	34.227486	7.891537	3.217885	23.026791	40.262070	24.090311	17.197079	37.170956	39.800850	22.603024	11.441009	7.834019	4.656046	0.851967	1.560516	0.644359	1.919472	1.818602	2.290022	1.756829	0.671202	0.488358	0.545797	0.180329	0.315595	0.160914	0.179152	0.229264	0.561310	0.254902	
2233	W	12/22/2016 18:28:50	492.922645	108.977322	150.424845	20.630030	0.821622		7.361569	55.652218	141.255508	99.960953	31.089554	60.050236	44.915833	26.493134	20.679630	3.265224	9.560356	21.021074	5.732348	2.271309	15.860334	20.536268	8.111532	4.348287	31.096169	37.356865	40.090340	21.898748	29.702888	9.836813	11.539190	5.557183	3.697225	1.663871	0.782156	1.210303	2.210572	2.438391	0.311928	0.335977	0.296127	0.087350	0.370384	0.395989	0.451942	0.439673	0.380958	
2234	W	12/22/2016 18:28:54	483.354891	209.167668	65.251973	8.644489	0.647344		0.099921	32.547325	66.585770	131.929153	49.434875	15.989418	32.676659	69.029922	42.478302	17.452869	25.230597	41.665588	13.554535	8.320758	16.957935	20.158142	67.373894	35.072479	6.064336	27.156040	14.650293	7.099412	12.118221	2.359335	1.868672	0.105106	1.161150	2.246173	1.376429	0.695248	1.177241	0.329335	0.148532	0.382869	0.123636	0.344431	0.221069	0.081108	0.072188	0.073700	0.106275	
2235	W	12/22/2016 18:28:58	686.152596	281.286515	90.573067	6.904899	0.834951		7.970293	65.597000	127.778816	116.260689	62.085640	41.475952	50.669666	102.665710	41.688721	33.197697	44.732704	37.577049	48.122890	23.186708	9.304638	16.137695	10.800017	36.454834	99.702682	34.750881	31.886711	8.487213	3.728144	6.282729	5.437389	0.612060	0.460600	1.784157	0.537978	0.295591	0.186133	0.256389	0.653594	0.621601	0.419817	0.053791	0.364807	0.034502	0.462201	0.121803	0.039875	
2236	W	12/22/2016 18:29:02	455.780027	170.634629	44.494129	20.669937	0.915189		10.923687	124.100143	85.915375	35.846428	72.147133	34.968185	20.078032	29.953566	23.149860	18.938503	10.682802	2.009115	13.317553	28.392729	22.961285	18.551872	31.907290	44.955231	8.539555	22.180534	11.370455	0.921642	1.749071	1.980047	6.292380	3.287707	1.759665	4.235795	2.576273	1.228997	2.357777	1.954960	1.539385	0.300392	0.021812	0.207397	0.464603	0.353545	0.125466	0.153167	0.102993	
2237	W	12/22/2016 18:29:06	308.025046	114.509199	66.426525	29.134676	1.204402		31.887962	46.630619	63.268082	78.341492	18.336123	49.488960	11.605854	3.629697	9.749896	17.672506	9.301818	5.152756	3.067752	6.842511	2.159421	13.424382	56.178490	14.193083	13.490804	9.158672	4.640107	7.847246	21.923119	14.599945	8.257436	5.615151	5.262803	1.855946	0.366956	3.072190	1.408787	0.676183	2.676691	3.414015	1.882085	0.824764	0.636958	0.277032	0.486031	0.380990	0.298095	
2238	W	12/22/2016 18:29:10	382.720646	119.029938	149.936332	26.741534	1.124254		10.573040	66.570038	92.457588	74.714523	16.623493	39.319592	52.908474	16.440441	8.273642	10.971508	4.441348	7.897276	12.099621	7.448069	6.335506	4.384944	17.813133	32.547031	30.504356	43.165222	57.020493	28.038912	6.554401	10.298244	4.859060	4.102626	4.603090	7.019831	3.144483	0.781314	1.010022	0.597488	0.348044	0.904143	1.397439	1.258792	0.720434	0.438432	0.124033	0.230138	0.061224	
2239	W	12/22/2016 18:29:14	445997.076416	34950.119080	14550.611237	11218.400402	348.789779		9581.538086	149379.187500	141139.375000	65236.554688	23764.425781	7969.774902	1868.514282	1076.075317	9494.172852	21497.367188	24571.628906	16810.562500	8506.535156	4123.767090	1731.316162	226.161011	538.656677	1804.040039	1209.080444	155.107117	225.165985	1846.134033	3895.343994	4491.744629	3937.115479	2918.489502	1930.207520	931.398560	155.156387	93.921761	606.627502	869.595459	499.393829	58.353283	84.519913	474.563934	813.061401	817.787109	580.851440	282.426849	102.045952	
2240	W	12/22/2016 18:29:18	638.466988	180.020611	41.190794	30.688651	0.864660		6.691156	134.025024	123.608536	53.741646	68.914650	36.084599	90.490791	44.778793	22.135101	36.888279	27.799568	3.979764	9.291471	39.984474	55.363602	38.822563	20.942963	2.913199	8.722574	3.494501	2.248523	12.123169	9.320618	12.086569	1.917414	1.902240	0.731808	4.558705	8.929769	4.571185	1.163092	1.622525	1.657412	1.444695	1.106361	0.784565	1.166027	0.685429	0.126246	0.093464	0.145128	
2241	W	12/22/2016 18:29:22	1029.140228	348.837410	144.792354	64.351036	8.770394		357.760986	572.555725	77.285378	61.618340	78.145149	53.313541	15.487989	32.732964	71.521927	13.295774	53.183441	19.893452	48.432041	22.564760	53.804352	19.320063	75.540695	90.560272	18.721775	43.590199	39.988354	15.535871	17.593872	17.596682	10.487377	3.890023	20.384529	5.834146	5.730596	7.218966	3.586137	4.036397	1.941979	3.583468	0.395437	1.726134	1.599039	1.334300	1.530234	0.866766	0.692887	
2242	W	12/22/2016 18:29:26	429.882061	85.139775	63.640023	49.181742	0.773315		26.675964	93.156540	59.083885	52.875114	52.752480	30.021742	43.804268	31.922121	11.468136	26.796680	28.001095	2.394517	15.083126	17.429012	17.105663	3.598615	8.247620	13.910099	7.371123	15.960441	13.716862	14.002337	10.751765	3.194961	6.013658	16.266909	9.647140	4.459678	3.997894	5.255309	2.929634	1.692883	0.578350	1.380691	0.992593	0.443727	0.488244	0.101899	0.194123	0.457185	0.295484	
2243	W	12/22/2016 18:29:30	463.928758	166.574984	43.588885	17.406097	1.078554		3.345656	13.714365	11.558105	40.602173	37.104958	49.326832	124.083740	53.670044	32.588081	18.573200	82.707260	37.123886	10.665724	26.673428	44.349895	15.349043	10.452120	6.320421	15.640467	15.297341	6.393420	5.004014	5.475555	5.502480	5.916074	5.629742	1.570976	0.323337	1.277885	3.506525	1.396296	0.113771	0.583131	1.541057	0.648572	0.260051	0.047972	0.147083	0.060206	0.118173	0.181319	
2244	W	12/22/2016 18:29:34	389.073461	158.601778	210.961215	26.522148	1.954215		26.874069	66.112061	44.776314	7.739091	19.417307	36.492805	21.695513	6.468821	81.007889	75.204460	30.159201	36.321514	62.249062	14.231778	24.535105	13.718182	1.474087	0.365823	5.706228	50.480019	106.408150	42.088055	3.778272	7.748566	0.458154	0.540881	1.096200	3.604556	3.269037	5.533950	3.046971	1.520094	2.034731	0.226237	0.547227	0.453852	0.481409	1.204466	1.219190	0.946355	0.796992	
2245	W	12/22/2016 18:29:38	302.808623	75.018685	316.867069	49.030893	3.528202		5.726524	27.827484	4.561211	28.508108	28.341167	9.512839	26.704416	87.431938	72.487991	16.211040	1.222427	4.704305	1.606851	3.936437	7.886837	19.182028	12.132730	10.027029	15.542469	20.830029	42.612846	156.854294	71.409447	13.712596	11.447858	13.771355	10.795550	4.895571	3.867637	3.216293	1.827561	0.707013	0.827940	2.494179	0.618571	0.301239	1.507407	1.613384	1.200424	0.996642	0.390128	
2246	W	12/22/2016 18:29:42	174.195887	67.318302	261.691185	26.436269	1.853909		5.698225	20.202625	9.847598	15.230270	25.531353	31.417034	17.375847	12.698899	13.568697	5.514866	22.808697	5.483977	15.240757	7.301832	8.194130	12.256539	4.417531	9.161473	5.262063	49.266350	46.212013	60.376740	73.096794	22.707403	10.031885	3.025287	7.360749	3.410915	1.891299	0.279001	2.074559	2.895751	1.628726	0.748975	0.678824	1.259722	0.144459	0.362078	0.456190	0.129845	0.089887	
2247	W	12/22/2016 18:29:46	253.555286	149.043169	137.931520	20.464950	0.769564		1.945184	11.935741	12.830950	43.129372	44.660492	3.394741	54.373550	23.442726	11.398375	31.363487	17.025852	14.919857	7.663377	0.160642	11.145239	26.472095	36.829842	27.360628	24.491489	70.761017	34.521133	11.644386	12.648582	5.078786	3.277615	3.166044	1.498049	5.533990	2.987306	0.486981	1.190463	0.981584	0.740631	0.291145	0.228908	0.951469	1.260412	0.758116	0.198668	0.081059	0.110126	
2248	W	12/22/2016 18:29:50	6881.695988	720.501251	140.725357	134.874052	2.183682		4099.676758	4605.664063	354.146667	248.178192	267.332794	299.336243	182.515320	334.782166	63.134380	425.869507	100.736656	162.730606	83.350662	33.980785	175.162323	41.145782	122.237167	51.962578	49.931347	13.054144	29.547115	34.156990	18.690456	28.187735	17.088917	12.577863	18.742546	7.762440	23.051302	8.909007	14.296313	14.054015	10.385621	7.812534	5.639491	3.185722	2.354537	2.159425	1.230891	2.150478	0.561866	
2249	W	12/22/2016 18:29:54	985.434135	1991.958328	1870.203400	3045.442932	264.938732		11.032974	37.284904	16.146255	82.322189	33.810715	178.222900	211.129974	34.874619	89.787117	120.856392	180.999069	190.461441	86.591415	234.801392	326.197845	214.049911	421.130157	245.087097	273.639069	289.838989	405.815308	260.676300	308.718689	328.187988	276.966125	352.175232	277.278900	301.184143	276.955444	247.156555	232.556747	212.846542	216.596924	152.273560	163.321259	150.093079	122.340233	109.650322	86.781799	79.935730	64.296463	
2250	W	12/22/2016 18:29:58	54763.560547	27344.964111	9067.477173	4347.319617	33.258434		917.807739	3742.490234	5340.486328	5273.915039	6387.712891	6044.238281	5151.596680	5361.983398	5726.698730	6200.914551	5533.524414	4517.215820	4121.071777	3901.308350	3717.066895	3442.021484	3104.803711	2380.629150	2160.846924	2048.366211	1533.370117	1383.884155	1540.389526	1450.397583	1111.069580	856.018494	696.647217	632.757263	530.856995	411.502960	306.813690	230.012558	195.781342	154.417557	111.889252	82.784348	57.761143	38.643528	22.817923	11.568526	7.046823	
2251	W	12/22/2016 18:30:02	132607.742401	97744.551758	10787.640869	10988.133724	722.132205		5900.777344	24639.285156	36930.332031	27577.697266	17252.658203	7980.173828	2162.759033	280.775116	1865.297119	5100.998047	8817.766602	12962.027344	16165.771484	16804.921875	15087.671875	12615.096680	10370.285156	7917.109375	5821.667969	4071.544678	2633.630127	1588.897217	1083.179321	875.694885	534.694641	207.946259	99.732658	174.203110	406.244751	820.850159	1260.257568	1517.234863	1602.035767	1556.737915	1362.820679	1001.245117	579.507629	249.859070	78.847839	35.243736	35.366604	
2252	W	12/22/2016 18:30:06	476.593045	199.339912	126.891612	10.990067	0.729663		13.008671	36.505436	106.530609	98.829056	81.687714	66.091370	31.549400	23.173229	2.265074	6.548141	23.413017	43.864697	6.281490	9.898682	14.694273	39.532074	35.012157	8.465448	41.591091	59.603405	48.652870	8.483027	1.651329	4.198928	4.302053	0.976769	0.113202	0.590337	1.440031	0.950257	0.964759	0.740403	1.233025	1.309238	0.590707	0.560682	0.127490	0.103387	0.358174	0.574749	0.356856	
2253	W	12/22/2016 18:30:10	513.111041	399.561753	89.073244	23.434928	0.594372		112.686890	229.397202	73.468651	30.550304	4.986528	10.759310	5.654307	24.459459	69.291283	41.107529	23.436468	136.082962	93.701942	54.345398	60.506477	25.697376	15.649751	3.141006	10.436840	33.493420	19.681583	14.942859	9.060616	3.382588	8.512178	12.362668	3.141663	1.668433	0.395733	0.668359	0.623189	1.590181	0.761750	0.353520	0.290839	0.290872	0.366334	0.260395	0.135189	0.192968	0.332836	
2254	W	12/22/2016 18:30:14	747.147803	221.771996	41.513417	16.947113	1.664301		28.825848	190.199448	177.878082	24.944305	54.307579	2.773879	24.267834	43.617077	96.583664	78.984070	53.591866	50.622276	30.658970	8.496140	6.415615	26.576698	36.988010	35.602501	26.411785	8.922250	8.040236	3.546399	6.857670	10.100039	4.046824	4.695341	3.570620	1.417135	0.105965	0.539299	0.627991	0.845465	1.547990	1.360464	0.492652	0.765455	0.310503	0.090412	0.216278	0.125604	0.235937	
2255	W*	12/22/2016 18:30:18	496328.270508	47857.652344	20877.459290	18802.548325	1410.948244		42941.894531	86701.414063	83000.273438	171330.093750	51587.992188	13542.524414	46978.859375	10148.943359	16306.167969	7300.225586	9431.776367	17892.835938	3961.071289	2356.735352	6685.094727	4004.411621	3513.826660	4652.977539	4790.699219	4024.942383	2935.269531	5557.387207	4228.556641	829.556702	3301.746826	621.250732	4765.170898	3656.659912	1654.868774	3019.317139	2403.786621	370.532562	467.034241	256.188721	83.239334	516.334961	258.073822	325.021149	145.364822	124.669006	135.035629	
2256	W*	12/22/2016 18:30:22	601537.147217	167873.005371	28184.068115	48695.315521	3415.788110		2725.913086	44171.390625	35871.214844	131236.718750	180823.843750	41598.835938	89805.164063	34545.820313	12246.403320	3655.376709	27582.378906	23972.822266	17331.917969	6679.552246	39626.777344	25449.197266	24893.472656	23038.710938	6880.554688	3431.463623	5941.703125	3581.420410	4130.724121	5355.245117	5743.511719	9569.804688	5316.187988	7412.305664	6010.572266	5508.253906	2062.242920	1431.285645	2002.993896	2546.129395	842.994202	1120.707642	998.475281	2090.944336	574.064453	464.908295	743.444946	
2257	W*	12/22/2016 18:30:26	825972.581055	149517.414063	76483.171387	47228.503784	3827.635568		88021.843750	317642.687500	202427.218750	91695.117188	55614.492188	36018.585938	45054.390625	19964.867188	31540.458984	18775.558594	7239.204102	10131.043945	27259.544922	42131.765625	16435.345703	13661.748047	17819.679688	13450.662109	8627.624023	9639.334961	12870.460938	7825.878418	8995.547852	21813.263672	15338.685547	9244.439453	10244.530273	3883.732422	2782.002686	1473.324219	3844.347656	3863.030273	1174.607544	1591.285034	1926.329224	3068.569336	1205.154297	367.049683	1012.701294	749.945313	797.455078	
2258	W*	12/22/2016 18:30:30	250990.500488	36726.420166	9991.082275	8201.207138	514.364891		5379.028320	76874.484375	44918.269531	43674.730469	33560.652344	23425.804688	10026.752930	5837.741211	5007.500000	1798.552734	5866.012207	9832.675781	6840.118164	1136.269165	4047.176758	8564.467773	3628.162842	679.523560	1998.026123	2598.364990	1414.651245	1014.786255	2521.480225	1766.804443	674.995117	580.307007	1378.249390	1753.179565	629.125244	363.047913	264.275879	192.882629	490.001526	497.778778	540.640686	291.563416	301.853790	416.620880	284.560303	159.211945	57.908188	
2259	W*	12/22/2016 18:30:34	419371.405273	55173.283691	29394.560303	25744.859238	1062.985224		550.584412	2272.054688	27523.123047	192656.406250	131824.140625	11341.740234	6252.414063	27224.589844	5071.037109	3415.755859	11790.143555	12953.158203	10192.262695	813.659912	7076.395508	2977.176270	13159.043945	6065.683594	1935.903564	6169.311523	12103.441406	2270.060059	3554.664551	3327.592041	1969.490723	1399.347534	4519.055664	3213.963867	2435.927490	2639.869629	3878.463135	2046.630493	1860.122070	663.899536	1164.447876	746.343811	262.260712	205.511108	206.011703	266.050232	236.954376	
2260	W*	12/22/2016 18:30:38	62868.168213	74593.389282	21955.603561	33749.787125	1652.652112		1402.011475	6072.863770	3557.892334	733.796509	5131.928711	12112.227539	14673.325195	8604.828125	2154.354736	1168.189575	8658.761719	15520.589844	15048.104492	8452.286133	1745.673096	1440.051636	6697.290527	13156.717773	12532.675781	7890.079102	2551.663086	169.695114	1211.385498	3946.477051	6186.303711	6118.456055	4680.786621	2734.074707	985.350586	239.161713	893.861023	2525.110107	3976.115479	4013.192871	2788.096436	1100.217285	138.439316	244.563965	882.427246	1270.617554	1159.316162	
2261	W*	12/22/2016 18:30:42	34652.840393	25101.678223	13400.044434	11320.846863	1097.635386		523.788696	4825.605957	8479.632813	6405.964844	4893.231445	3686.129883	2574.604004	1354.901978	640.995422	657.639038	1134.135010	1795.407837	2025.594604	2611.658936	3049.348633	3262.375244	3997.672363	4414.722168	3944.898438	2758.222412	2131.652832	2425.027344	2487.356445	2098.208496	1499.576904	1375.377441	1522.272827	1376.845581	743.180359	253.751709	279.906860	355.383209	306.401611	468.536133	806.479126	892.885559	709.536743	600.068176	625.005249	587.342834	417.873444	
2262	W*	12/22/2016 18:30:46	19268.290009	2081.345200	1087.710579	2305.727791	172.243816		5645.928223	11632.209961	1765.557739	1664.458130	1156.036499	884.520813	563.596985	473.251343	342.150024	365.959137	420.549377	366.022705	619.167175	362.551941	250.809418	103.939308	154.342651	125.259109	99.252892	125.547813	134.943329	160.092484	169.843491	232.966476	264.316986	319.545990	306.183136	280.389008	216.149689	171.018387	133.194000	85.359489	93.414330	70.602371	94.349518	95.588394	103.608063	99.283791	94.584770	85.067940	57.388916	
2263	W*	12/22/2016 18:30:50	610546.060059	18022.046265	14852.948242	24089.538635	789.064059		95376.226563	354804.468750	115914.453125	58412.945313	34173.628906	15790.253906	7612.598633	3795.477539	5136.897461	7714.607910	7190.728516	2602.160156	2453.085449	2285.917480	1188.855103	1587.375488	2652.012695	2673.702637	2578.937256	1327.321777	2469.658203	1739.925293	3524.251953	2655.527588	3136.263428	2402.112305	3012.641357	2098.845947	2725.189209	2234.679688	2085.467773	2186.510010	1240.253174	2045.667603	627.633545	1239.566772	466.919708	751.859375	330.090485	416.531433	225.570251	
2264	W*	12/22/2016 18:30:54	652956.744141	106968.153809	23005.501221	6831.766022	998.103861		26510.384766	240193.406250	53936.636719	31149.330078	46391.113281	49445.183594	50235.613281	38790.382813	33907.332031	43061.699219	65846.046875	52319.265625	25827.339844	7892.277344	2949.602539	3848.854492	2785.092285	4243.054688	7102.666992	6718.238281	2624.196289	1904.432617	4157.889648	4966.152832	2634.591553	1046.495850	303.981110	400.394836	477.793274	241.957535	400.188873	286.445587	767.880127	476.131409	791.531372	392.501678	386.529877	160.865204	263.399017	228.340729	207.329544	
2265	W*	12/22/2016 18:30:58	482900.040161	16370.658737	16249.006592	13603.813959	1199.608744		38315.988281	245890.859375	118639.867188	44924.281250	26879.740234	19993.500000	10248.443359	1578.982544	2655.076172	4881.097656	7208.192383	4206.966797	146.728867	3009.457764	3008.006592	286.197205	1564.465942	2664.442139	1484.393433	3012.483154	5017.500977	3890.107666	1763.462769	1270.040039	1295.411987	300.548584	305.749023	1977.992188	2175.997559	1399.802002	1891.054443	2342.805664	1167.357544	411.107208	362.563751	199.568237	17.793741	99.868454	345.730774	365.418732	240.456055	
2266	W*	12/22/2016 18:31:02	570528.326904	45791.472290	21097.524170	35449.179199	3022.694503		65306.835938	194527.312500	82911.062500	94840.140625	100802.171875	26548.460938	31545.070313	18930.337891	1820.582764	9372.326172	9230.861328	6945.637695	4121.350098	10207.046875	13476.935547	4750.734863	2020.849121	2525.195068	1743.723022	2059.083984	2583.826172	7140.258789	4620.456055	1360.949463	3332.949707	2310.485840	726.238098	3937.967773	5638.915527	2584.153076	3843.583496	4234.915527	5155.614258	2036.506958	351.639404	1441.634644	428.430115	243.085876	479.129333	1279.287598	757.591675	
2267	W*	12/22/2016 18:31:06	5078.868340	1810.447773	1815.612473	1328.195127	242.957450		117.055283	2242.801025	184.761353	747.624268	439.740570	29.320427	67.958801	277.321106	378.718262	287.707184	422.915344	604.115723	562.558350	309.889679	145.645004	49.746117	30.049660	31.740986	76.702255	159.186340	306.540649	462.727386	408.654144	275.476898	203.027054	95.674683	43.055988	8.170706	32.467770	93.145302	163.736893	228.288132	216.597397	164.934692	129.202911	61.199905	24.049347	1.530605	6.514767	23.158348	36.467682	
2268	W*	12/22/2016 18:31:10	766.198787	145.283538	242.197206	19.346011	1.218084		13.865095	94.538986	182.852325	135.273911	103.267715	102.737526	34.381584	29.568439	56.282978	23.869558	3.425763	23.105377	49.142490	19.625296	11.780998	16.026228	9.920329	10.103823	5.578997	55.738365	117.202225	41.253178	3.515295	11.107759	13.380384	2.977985	2.992875	1.666943	2.508787	0.537885	0.539679	1.572064	0.583338	0.384264	0.614733	1.491963	1.654412	0.694812	0.491066	0.363239	0.271966	
2269	W*	12/22/2016 18:31:14	751989.942383	31710.788330	20242.338959	25134.133101	764.936942		63707.707031	330540.531250	290549.406250	47010.945313	7522.210938	33165.992188	15339.549805	4158.639160	13839.418945	6467.732910	3395.515625	7650.983887	4615.265625	830.498291	2180.442871	7982.036133	4557.984375	1917.163818	1976.413330	3020.190186	4802.313477	3290.859863	453.662079	1384.800171	7290.513184	4412.160645	356.893433	3290.699219	2476.880615	2284.019775	1964.801636	3578.300293	3212.863525	745.821045	878.514771	1204.239502	318.902344	109.200676	182.812500	96.089447	21.933676	
2270	W*	12/22/2016 18:31:18	78243.394287	34217.484375	9253.939026	4895.051516	266.269918		956.192993	3463.525635	7609.164063	12286.943359	9443.299805	6187.472656	8817.816406	8168.820801	6150.839844	8502.714844	7612.796875	4831.202637	6302.887695	6089.049805	3209.437988	3557.182129	4488.468750	3244.925537	2494.329834	2577.140137	1804.222046	1676.287598	1598.151855	820.655090	777.482300	1246.388306	701.482422	274.734406	415.634583	546.149353	321.486572	192.955811	215.335342	246.534149	230.958374	122.423233	48.935921	108.835373	152.539490	50.162247	20.495935	
2271	W*	12/22/2016 18:31:22	8362.008667	4410.021576	1996.716141	1310.187875	64.850668		4.014062	1164.801147	1123.972168	871.617371	772.827271	789.166260	648.131592	606.023621	750.064148	721.972534	913.432556	434.740814	670.164063	637.132324	509.317810	602.562134	550.927307	480.413879	524.763245	482.359711	440.047943	320.146027	293.660309	259.991119	200.511032	197.019226	171.122543	174.549850	137.383408	118.575600	85.125328	79.988678	66.781876	68.523735	55.747154	38.120937	25.840733	33.047672	24.837395	19.937347	13.586392	
2272	W*	12/22/2016 18:31:26	424.228204	130.066399	22.886805	26.873727	0.834596		0.665774	8.199181	86.800781	113.600739	16.565073	46.283119	29.657507	8.676116	32.178398	58.226120	24.041170	27.010647	25.567343	34.673828	21.185413	1.628455	13.657757	2.812762	3.530193	6.750754	5.041391	5.246759	1.539331	1.131077	3.177492	2.685112	2.708622	4.452815	2.570340	2.156982	4.588867	1.360144	1.313886	2.462401	0.634958	0.410581	0.658602	0.091778	0.073167	0.335288	0.370182	
2273	W*	12/22/2016 18:31:30	74494.156464	3181.354996	3945.419098	1758.946795	175.266413		147.694885	18335.691406	16072.937500	14530.195313	9306.398438	7033.747070	4777.466309	2352.910889	1152.101196	715.911133	216.797211	164.690689	494.109955	503.089417	433.495270	509.876343	480.785492	323.479370	271.828461	453.461884	693.597473	633.273804	700.219177	811.341492	653.525269	496.718903	341.863770	315.741241	215.850113	138.220078	108.985237	63.421448	30.368921	12.810736	9.115710	5.373336	2.915827	1.832955	2.516715	5.739082	7.472725	
2274	W*	12/22/2016 18:31:34	594920.912109	75659.487305	39275.495117	20197.400360	1331.890271		3441.522705	12660.620117	223901.968750	171511.687500	67029.585938	70642.132813	18789.445313	10759.456055	2911.432617	7748.767578	8965.815430	3476.523438	12255.058594	8301.679688	6562.820801	12112.425781	14971.564453	10326.861328	7652.553223	13887.586914	10683.644531	3765.742920	2810.129883	4203.183594	3925.207275	1859.524658	1649.667725	1740.287109	1065.019897	1960.844482	2568.588623	1443.374512	956.799316	1750.877319	1804.843872	1022.714111	423.314575	471.933624	686.311340	571.009766	222.289429	
2275	W*	12/22/2016 18:31:38	341926.355469	71076.840820	7678.325256	14152.933807	1133.145035		9227.828125	55211.218750	51421.453125	10136.268555	31667.019531	43821.796875	63730.058594	45352.066406	18883.820313	7068.807617	14633.845703	20494.646484	26934.291016	8665.972656	5139.824707	2370.800781	2613.037109	3355.825928	1502.442139	1366.212891	679.646606	371.818787	1779.498413	1665.286377	1815.862183	761.444702	165.767395	595.780273	3557.013672	965.352295	2300.079346	403.968445	302.917847	1689.698730	429.945587	1046.210205	510.749756	477.823151	332.020386	373.964478	240.197540	
2276	W*	12/22/2016 18:31:42	636.498988	163.589048	36.939499	21.519887	0.883134		36.598595	238.629684	123.400650	134.055817	46.397209	2.347973	22.650824	30.720360	16.696527	14.298143	7.301800	11.352036	17.680599	14.773062	38.827255	44.785492	6.101093	14.441751	15.627760	3.388116	7.484103	4.653983	1.849398	10.481883	9.082016	2.285356	4.378345	2.525387	0.338838	1.403223	2.255283	1.364406	1.422315	1.571606	0.638406	1.501694	0.882761	0.418867	0.112483	0.232307	0.188608	
2277	W	12/22/2016 18:31:46	561.258217	133.578063	56.007869	17.541042	0.720362		2.059861	107.560631	159.256653	76.799133	15.461046	43.813702	40.859280	23.178288	52.840515	25.484821	16.004148	14.546050	8.226425	27.228802	45.486229	6.880459	13.016385	6.300639	11.893074	9.841894	21.898952	17.923336	2.358710	2.710062	1.274914	1.580283	1.433835	1.888909	2.965939	2.353356	2.362737	0.681855	0.269543	0.506756	0.910602	0.797730	0.314928	0.256410	0.160293	0.338922	0.718945	
2278	W	12/22/2016 18:31:50	1360.350636	130.937014	49.020879	30.851194	1.018639		45.363800	364.666779	374.119934	161.837357	128.923920	87.905289	112.744659	68.269241	11.419227	18.023554	32.440678	2.379091	13.941992	20.599367	8.400114	17.481468	41.128853	13.756603	13.249526	22.201923	11.643885	4.051677	4.006588	1.863645	5.253161	3.025825	6.898237	5.519284	3.455089	2.090101	1.503959	0.989922	1.587314	1.898582	0.420679	0.487682	0.692164	0.141312	0.625637	0.972046	0.543360	
