File name	0061.100
Result analysis file name	0061_baseline.raf
Subject	0061
Gender	
Age
Memo
Free comment 1	SubjectID	0061
Free comment 2	Date	01/02/1970
Free comment 3
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

1_EEG			uV^2	uV^2	uV^2	uV^2	uV^2		uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	
EpochNo	Stage	Time	Delta	Theta	Alpha	Beta	Gamma		0.000000Hz	0.488281Hz	0.976563Hz	1.464844Hz	1.953125Hz	2.441406Hz	2.929688Hz	3.417969Hz	3.906250Hz	4.394531Hz	4.882813Hz	5.371094Hz	5.859375Hz	6.347656Hz	6.835938Hz	7.324219Hz	7.812500Hz	8.300781Hz	8.789063Hz	9.277344Hz	9.765625Hz	10.253906Hz	10.742188Hz	11.230469Hz	11.718750Hz	12.207031Hz	12.695313Hz	13.183594Hz	13.671875Hz	14.160156Hz	14.648438Hz	15.136719Hz	15.625000Hz	16.113281Hz	16.601563Hz	17.089844Hz	17.578125Hz	18.066406Hz	18.554688Hz	19.042969Hz	19.531250Hz	
13749	W	12/24/2016 07:16:36	46302.862441	85.692094	8.966615	5.419606	0.671166		7401.817383	22809.365234	16874.654297	4186.890137	1542.544922	563.061035	179.018433	89.071869	42.931301	8.858245	6.466968	29.808453	15.375374	12.904719	11.899080	6.347852	0.845981	5.030118	3.480518	4.909996	1.899519	0.595075	0.374293	0.758331	0.429402	0.405650	1.273383	0.475006	0.607789	0.804362	0.404454	0.020975	0.254105	0.109545	0.069112	0.031264	0.120993	0.365426	0.230156	0.124682	0.122704	
13750	W	12/24/2016 07:16:40	75944.858591	65.851149	10.307467	5.689532	0.459553		1343.134766	37287.570313	31020.824219	5197.208496	1037.401123	1101.455688	167.319778	41.264244	49.061050	29.567942	13.185738	9.135535	24.846222	9.414762	8.392339	5.689134	4.485521	1.721907	2.165730	3.303850	1.640202	2.439513	0.771815	1.271045	0.881042	0.040324	0.338050	0.309456	0.053428	0.200202	0.556557	1.448833	0.738927	0.168653	0.376326	0.219587	0.380668	0.588042	0.146093	0.085332	0.039053	
13751	W	12/24/2016 07:16:44	72056.486766	33.975952	14.531955	6.128123	0.656497		5483.596191	21863.611328	28218.642578	14834.074219	4903.442871	1617.385986	420.278778	127.314804	48.884590	13.883570	8.968041	9.211012	10.644917	5.764580	4.070195	0.945097	0.556672	0.420095	2.363385	3.984097	4.430494	2.557723	2.029696	1.005666	0.524278	0.890503	0.467236	0.480035	0.506336	0.535740	0.748039	0.631485	0.564695	0.309105	0.410144	0.278416	0.021321	0.070935	0.052595	0.018718	0.142819	
13752	W	12/24/2016 07:16:48	636.956969	71.384344	3.375952	7.856932	0.542658		132.090408	343.124725	177.323395	32.141472	7.827592	20.251680	9.552463	3.790785	5.571229	19.751726	17.621902	33.489120	17.814821	5.963959	4.248529	4.989297	3.320776	0.874600	0.683240	0.588234	0.441583	0.842119	0.716669	0.222244	0.565104	0.991259	0.350098	0.052302	0.735007	1.752991	0.810859	1.165355	0.605380	0.158547	0.454117	0.353677	0.205702	0.071967	0.053575	0.011009	0.085087	
13753	W	12/24/2016 07:16:52	2089.449241	20.731485	2.501458	5.386277	0.418337		225.979477	908.895447	866.502502	190.744324	8.095327	17.173061	38.276268	9.913284	27.171167	19.115234	3.562625	2.359514	5.630331	4.935656	2.984420	0.362341	0.805181	1.779352	1.874691	0.763179	0.388669	0.418235	0.424850	0.114943	0.391581	0.421655	0.891731	0.542693	0.338851	0.885321	0.930372	0.334729	0.176109	0.013758	0.180623	0.216836	0.095112	0.046121	0.021753	0.099666	0.190948	
13754	W	12/24/2016 07:16:56	17931.933672	29.081624	28.859882	5.850155	0.652673		646.831787	10520.454102	3533.248291	2250.002930	1083.433228	383.314758	51.968639	13.566568	31.547846	46.773540	17.623770	5.556921	7.049668	1.517227	3.048417	3.808644	2.418354	3.292079	2.390313	5.633177	6.048429	5.107456	5.499019	2.407747	4.164053	2.236737	0.733928	0.454697	0.325030	0.285702	0.058189	0.123195	0.265466	0.395856	0.132983	0.272806	0.172173	0.133515	0.095500	0.120297	0.044079	
13755	W	12/24/2016 07:17:00	6209.456769	47.199516	39.853740	7.035792	0.498834		1461.462891	4467.557129	1180.179565	249.717453	149.487106	62.134483	28.702356	32.123226	20.471979	15.037845	4.045625	2.152715	4.850183	9.833382	11.708937	6.496230	4.385561	4.548656	3.223852	8.669188	10.452699	9.946922	5.996371	3.447821	1.340737	1.560404	0.491713	1.497949	1.200887	0.238922	0.293493	0.499218	0.267560	0.131980	0.124464	0.100991	0.162758	0.041358	0.165175	0.204269	0.054651	
13756	W	12/24/2016 07:17:04	6312.494402	45.057228	15.130443	12.450489	0.567966		379.989929	2996.315186	1912.525879	934.118835	279.463989	93.805260	10.502932	17.645058	29.309048	25.309597	13.498619	18.741924	5.947797	2.838066	2.517742	3.974055	2.060034	4.192143	4.785467	1.874549	1.305438	5.196307	4.368801	1.616254	0.769094	3.482156	1.753551	1.081096	0.551782	0.985719	0.842388	0.521820	0.267561	0.536781	0.598854	0.623037	0.593624	0.213564	0.174671	0.160419	0.063467	
13757	W	12/24/2016 07:17:08	1336.042713	119.199576	27.051210	6.327148	0.545972		29.295300	700.214661	180.810776	78.926422	72.247925	53.354305	27.175413	41.236923	125.929443	39.167801	16.979044	42.716671	32.129921	3.381996	2.075293	7.985421	16.576824	11.317057	3.016394	12.058909	10.015182	1.014139	1.361218	1.620587	0.981173	1.090080	1.355294	0.509358	0.124498	0.072563	0.410846	0.944840	0.719497	0.291457	0.071130	0.199062	0.110015	0.082488	0.144362	0.073708	0.127951	
13758	W	12/24/2016 07:17:12	1976.933318	45.546989	9.219806	12.756242	0.526293		223.762527	948.916199	712.381165	124.708778	19.742994	45.839771	43.840813	33.589565	19.000156	8.242440	20.671436	18.556843	4.615856	1.826237	2.799432	9.516778	5.979611	0.626341	1.625891	2.015257	0.482375	1.438611	3.041356	1.778454	0.463753	0.875492	2.006608	3.623574	2.294209	0.444497	0.132420	0.509142	0.690495	0.432825	0.269645	0.327438	0.589936	0.202652	0.084035	0.193724	0.079551	
13759	W	12/24/2016 07:17:16	852.339227	27.160595	4.700049	4.889860	0.531848		24.905956	396.463531	167.351334	78.303223	2.979644	24.989565	38.196590	53.714321	10.443043	40.313622	39.584354	9.255018	3.057662	4.242585	6.260622	1.050779	0.648614	1.527751	1.117562	0.692482	0.268436	0.355264	0.904698	1.311726	1.167442	0.275925	1.020214	0.940972	0.486635	0.567195	0.109725	0.191054	0.067642	0.319253	0.226530	0.066008	0.156916	0.080009	0.094659	0.172421	0.114701	
13760	W	12/24/2016 07:17:20	463.157283	46.569655	35.467230	12.382800	0.489838		19.899643	136.468597	79.013702	14.095754	17.504768	39.206116	49.605263	41.557476	33.645844	28.045155	24.014608	4.341109	4.106142	11.411439	6.550026	3.471031	2.784077	5.899864	8.005968	8.834135	5.841290	3.818942	4.564323	6.424608	5.983931	2.301611	1.574910	2.518154	1.902712	1.081967	0.773054	0.848173	0.304633	0.070818	0.170613	0.162168	0.095461	0.204696	0.266566	0.091736	0.015528	
13761	W	12/24/2016 07:17:24	153.600036	21.827134	16.195093	10.640673	0.612874		0.833168	2.450691	4.591050	14.487143	15.909510	28.935291	18.493971	17.699221	16.913099	15.211941	18.908121	4.981617	2.804362	0.492806	4.747996	0.861478	3.935866	2.139337	1.863672	2.006932	5.364115	2.600624	3.741104	2.171300	0.311018	1.389677	2.757897	0.334715	1.813322	0.601552	0.392809	0.496742	0.738646	0.389768	0.272957	0.257910	0.117749	0.581983	0.368460	0.055391	0.071093	
13762	W	12/24/2016 07:17:28	339.852276	20.215426	27.532008	15.741136	0.754207		0.659345	2.816350	4.319255	6.774698	55.091614	108.827911	87.135628	34.271996	12.913896	13.030031	14.670898	4.047376	3.005978	4.208278	2.124927	3.198863	1.379846	1.069416	1.180743	3.477096	8.798625	7.249709	3.774096	2.137463	2.095019	3.087770	2.014471	1.059160	1.906946	3.750084	1.197191	0.420720	0.162740	0.188724	0.400839	0.319815	0.614650	0.267086	0.210979	0.088463	0.051499	
13763	W	12/24/2016 07:17:32	223.840349	30.581563	8.904444	6.905712	0.664752		1.997276	6.275126	1.706020	15.255442	60.679600	62.296619	21.643841	19.943836	8.047031	15.243215	12.749619	5.105462	7.384499	2.507101	4.814207	4.846334	2.389210	2.167206	1.367546	0.635646	2.285195	3.352227	1.610756	0.508430	0.512190	0.304430	1.205601	2.044044	0.456990	0.072117	0.833420	0.790078	0.326751	0.128365	0.104384	0.230819	0.114698	0.036126	0.087101	0.070572	0.100215	
13764	W	12/24/2016 07:17:36	102.638015	15.153464	4.372814	3.764235	0.522579		1.557745	18.440002	12.797834	1.652219	11.999881	14.544774	5.472825	8.754000	15.733546	11.748898	1.494036	2.698279	4.488622	2.544940	2.449251	0.239492	1.420815	0.665487	0.646579	0.282176	0.941386	0.780065	0.534980	1.348798	0.485410	0.615571	0.168186	0.630541	0.357048	0.287621	0.464395	0.349012	0.068286	0.269608	0.151451	0.069805	0.046103	0.051647	0.032177	0.073864	0.128921	
13765	W	12/24/2016 07:17:40	281.405514	80.226926	13.329518	11.080416	0.426610		16.988758	64.787422	27.439669	40.932293	41.742405	24.329445	7.824561	4.708682	7.290437	25.716911	36.633690	23.015423	7.414890	7.117415	14.174083	14.025578	5.862692	3.924356	4.692489	1.094496	1.526115	1.276871	1.653792	4.726451	3.051793	0.589300	0.992517	1.062478	1.203419	3.251461	1.855078	0.228920	0.075635	0.532384	0.578810	0.176146	0.167781	0.114009	0.113402	0.086484	0.052591	
13766	W	12/24/2016 07:17:44	119.986735	29.643561	13.066394	10.335205	0.665621		1.691270	4.321658	5.884906	7.161527	3.979689	27.696133	25.264395	10.317391	8.501042	9.657780	17.202215	9.212125	5.745258	1.693052	3.764199	4.987720	1.370845	2.283695	0.586665	1.254236	3.987582	2.296736	2.765872	0.840562	1.921406	2.717712	3.206445	1.776583	0.833257	0.190678	0.041220	0.203999	0.304907	0.342210	0.228259	0.242607	0.012765	0.045194	0.015580	0.070239	0.103549	
13767	W	12/24/2016 07:17:48	145.923097	42.506722	16.323126	10.353596	0.320367		0.820045	5.990426	6.211307	6.508956	4.112494	5.696591	15.586216	37.385666	18.683903	23.261892	22.485645	12.881134	5.022466	11.802539	3.750698	1.443695	2.009646	2.317812	3.278731	2.736102	2.890496	2.698201	0.853035	4.030313	3.114979	3.218206	2.177735	0.374690	0.248024	0.567569	0.870334	0.307799	0.573529	0.558983	0.170215	0.373337	0.083729	0.219406	0.293627	0.141442	0.174971	
13768	W	12/24/2016 07:17:52	90.973994	38.224327	15.775644	4.065204	0.498541		0.798148	3.133720	4.633070	9.793239	8.857635	4.526389	8.453773	3.560259	29.369974	15.171448	3.474488	7.701920	10.461104	8.243332	1.690130	3.623621	3.152873	1.767586	1.583761	4.223239	5.530631	2.641302	0.403249	0.672644	2.304579	1.705668	0.295733	0.250180	0.302533	0.273328	0.079516	0.134563	0.101493	0.100450	0.231024	0.316706	0.125885	0.057795	0.023208	0.041437	0.025685	
13769	W	12/24/2016 07:17:56	106.977243	42.064690	8.361258	5.904466	0.408183		2.181442	8.003451	4.647380	3.133569	7.307621	12.488231	36.358112	20.188154	3.693703	1.646868	9.510152	13.303652	1.371588	1.304997	3.774096	10.046038	8.156908	3.604148	0.503263	1.996295	0.568389	2.329094	1.912055	0.778358	0.777067	1.702587	0.975982	0.349443	0.287766	0.441419	0.365917	0.102121	0.286114	0.180446	0.394777	0.341775	0.111757	0.087378	0.097715	0.118820	0.060451	
13770	W	12/24/2016 07:18:00	3971.353049	56.380767	14.152481	6.925196	0.446724		3.463934	1505.285400	1517.921143	454.893738	124.031525	9.916621	61.286919	92.762474	77.711189	82.378685	45.165356	9.885353	23.341120	6.623943	2.350669	2.588789	5.315975	4.526656	1.748262	3.758331	3.344200	4.267527	0.974429	0.871436	0.936558	0.810440	1.671619	1.637547	0.688448	0.327208	0.632384	0.248954	0.100869	0.033318	0.051735	0.096111	0.054308	0.178951	0.058096	0.168118	0.167090	
13771	W	12/24/2016 07:18:04	186.559544	36.730715	8.184835	8.883228	0.586053		8.791914	33.490002	16.498077	12.534415	10.846381	13.267399	25.775600	18.751076	17.529263	18.567799	19.299532	6.040997	4.000402	10.601426	5.352025	3.573183	3.084466	1.352164	2.726053	5.171695	0.735889	0.780026	0.633506	0.265144	0.598575	1.728464	1.093464	0.503576	0.444878	1.260718	1.103643	0.321803	0.407585	0.289519	0.576464	0.654004	0.211015	0.042013	0.091617	0.124368	0.030096	
13772	W	12/24/2016 07:18:08	6693.289867	206.177297	10.655827	7.271819	0.352968		936.715576	2143.815430	959.176514	1928.728882	1106.564697	270.347748	17.199696	34.251457	92.818367	83.301430	57.085648	20.178102	58.609573	76.660896	21.027979	8.685432	15.676705	4.478931	0.859677	4.348053	2.188112	0.352933	2.055628	1.100636	0.610465	2.095610	1.592146	1.126354	0.293090	0.477871	0.184955	0.084308	0.213536	0.318705	0.220099	0.097222	0.237199	0.089494	0.071941	0.084046	0.085244	
13773	W	12/24/2016 07:18:12	1104.768986	23.650049	8.923982	5.105277	0.370254		74.198006	322.921570	272.309265	147.178055	60.470814	49.131744	38.201340	52.478546	31.368603	82.053658	48.655392	5.951008	5.273748	2.556700	1.707994	1.352918	0.575966	2.055312	4.176403	2.937499	1.302673	1.457416	1.227881	0.719965	1.278548	0.596486	0.369775	1.097414	0.906612	0.134873	0.288989	0.426892	0.325188	0.175681	0.171024	0.083605	0.057490	0.241919	0.052354	0.029659	0.147316	
13774	W	12/24/2016 07:18:16	33594.940662	66.032333	7.755149	7.154704	0.553693		420.752960	20275.585938	9281.855469	1957.183716	1036.902832	431.366577	363.314240	166.661026	26.256546	30.822124	24.992195	22.822643	8.419559	4.570465	5.399981	8.637379	5.331245	7.170735	3.680326	2.834914	2.405043	1.462540	0.275326	0.468675	0.308651	0.294429	1.097507	1.544056	0.828564	0.544919	0.558494	0.593406	0.554685	0.425369	0.169070	0.029535	0.103154	0.171619	0.119836	0.016245	0.103816	
13775	W	12/24/2016 07:18:20	1405.745552	29.333909	8.146410	11.810705	0.722679		491.665039	660.585632	297.563049	189.794693	157.628601	21.060425	17.391140	7.785060	18.476582	27.527763	7.932606	6.430713	7.770408	2.502170	2.724087	2.222746	2.076454	2.238466	3.368866	1.544711	0.391100	1.283246	1.679008	0.987499	2.260846	3.193887	3.152886	1.460147	0.538083	0.432256	0.282004	0.214520	0.370019	0.408178	0.311453	0.311353	0.108230	0.123238	0.253605	0.313147	0.337700	
13776	W	12/24/2016 07:18:24	226.265291	20.527393	3.030043	3.611801	0.350462		13.589878	69.236206	58.675598	14.840741	3.905236	14.055343	24.147419	21.807129	13.440119	4.867342	1.290159	1.541163	2.276270	2.095065	5.325837	2.538722	2.196013	2.383089	2.171234	0.483868	0.445971	0.055203	0.410259	1.393808	0.240933	0.223485	0.265402	0.098231	0.492990	0.412764	0.186941	0.116200	0.413120	0.350901	0.137456	0.212485	0.313455	0.228773	0.013591	0.089250	0.056758	
13777	W	12/24/2016 07:18:28	107.363652	35.479467	7.671474	5.018952	0.643942		1.418397	13.667531	10.832986	4.977779	4.473620	8.589706	15.709827	12.041218	9.068758	19.645515	8.356710	0.059677	5.807528	4.818682	6.579862	6.495457	1.983041	6.169487	3.565733	1.330330	1.031435	1.126800	1.630515	1.667597	0.884797	0.533597	0.112301	1.154309	1.023940	0.331457	0.536265	0.266494	0.090070	0.092460	0.077182	0.108092	0.225962	0.217339	0.131980	0.024220	0.093283	
13778	W	12/24/2016 07:18:32	418.281437	36.344431	10.147696	6.670941	0.509312		15.873512	77.332199	96.519844	25.594864	10.641245	22.426342	64.962685	43.643295	38.034344	32.253727	6.872892	3.541288	4.773161	4.308653	2.943164	6.202553	3.613099	5.165817	5.796695	3.063702	0.619982	0.966631	2.203193	2.214861	1.079326	1.195066	1.360294	1.253437	0.626307	0.179951	0.377608	0.236147	0.167569	0.219080	0.204640	0.306208	0.300943	0.111179	0.074388	0.030608	0.027515	
13779	W	12/24/2016 07:18:36	292.250054	16.915187	8.306918	7.129582	0.405805		18.062740	107.319199	37.304787	7.832086	2.337923	16.749603	38.878674	9.089047	35.196671	30.204861	7.337204	1.049209	4.620617	2.429925	2.526845	2.065141	0.237365	2.097704	1.888380	2.040272	2.841986	1.714312	0.622945	0.309721	0.777682	0.477601	0.236931	0.740008	1.202417	0.955235	0.567974	1.148912	0.336717	0.304616	0.107457	0.064581	0.055213	0.196553	0.388453	0.310727	0.036188	
13780	W	12/24/2016 07:18:40	151.798065	26.680390	4.056279	7.680130	0.584304		15.329621	28.730120	12.451054	6.115936	11.932928	10.210384	10.407227	13.502131	34.237038	18.519152	5.692097	3.827964	2.303997	2.126515	1.138885	7.332852	7.795675	0.952878	1.201624	1.422322	0.680937	0.619607	0.195386	0.549314	0.588713	0.547012	0.474696	0.949314	1.587120	0.848123	0.937442	0.339240	0.200293	0.299533	0.392415	0.305275	0.148685	0.107937	0.285112	0.197181	0.060751	
13781	W	12/24/2016 07:18:44	280.524900	61.133288	15.894890	6.164834	0.677286		1.592965	6.731637	7.371990	7.428971	24.569180	25.554878	22.788126	38.496986	77.583176	52.845600	17.154356	19.012949	3.619110	8.095835	7.960196	5.923664	3.117294	4.020713	9.383528	7.289368	3.170630	2.627907	0.174222	1.008559	1.624205	1.350572	0.918702	0.289859	0.237037	0.647528	0.592955	0.376782	0.159612	0.123614	0.194228	0.371040	0.187704	0.310817	0.098164	0.113614	0.192604	
13782	W	12/24/2016 07:18:48	164.489261	67.885529	6.113242	7.475424	0.394126		1.263782	12.724541	15.436329	17.679499	20.114304	26.378546	16.817095	3.975873	25.109312	18.308395	7.945369	12.787325	17.036366	18.395786	8.957894	5.591196	2.704434	0.332233	2.080296	3.318798	0.510873	0.752004	0.721972	0.165515	0.644079	1.027007	0.359718	0.223034	0.863539	0.812912	0.840615	1.061824	0.602937	0.271280	0.226690	0.234769	0.338756	0.348296	0.208667	0.026684	0.028695	
13783	W	12/24/2016 07:18:52	216.632284	34.737804	17.759145	4.231068	0.392831		17.990129	44.972073	15.967579	2.099124	6.369879	14.412170	30.449133	29.657772	25.210835	26.971565	20.522154	10.517849	1.929635	2.347369	2.475006	2.767346	2.708289	4.436243	7.556067	7.145140	5.061234	3.342386	1.597199	0.238259	0.374928	0.200360	0.326532	0.263872	0.477313	0.321952	0.644837	0.193698	0.340471	0.576046	0.221757	0.210228	0.109313	0.124758	0.093357	0.069283	0.057291	
13784	W	12/24/2016 07:18:56	109.881048	13.228208	11.402956	5.755262	0.718239		0.099704	1.226659	1.185246	12.855948	29.521957	8.366665	6.978219	23.666725	14.013775	2.107885	9.957968	5.881526	1.285138	1.336392	0.523329	1.571103	1.356313	1.080385	0.194022	1.131554	3.695402	0.349734	2.151287	2.851013	1.223965	0.426559	0.967497	0.249198	0.599971	0.761666	0.671312	0.528748	0.212700	0.039366	0.289867	0.274937	0.118521	0.193942	0.101916	0.190297	0.128764	
13785	W	12/24/2016 07:19:00	121.723078	53.190193	9.600266	6.629952	0.423362		1.234810	3.044506	11.238346	11.361446	9.414174	29.376091	21.583763	14.407565	11.016340	3.813880	6.466966	19.897215	16.855446	5.558053	1.627225	3.495038	0.759925	2.039567	2.957724	4.843120	2.872919	0.375152	0.608914	0.572831	0.327331	0.295846	0.783521	0.994570	0.611700	0.219084	0.848638	0.857143	0.458424	0.146720	0.571073	0.342849	0.206390	0.086071	0.113806	0.045488	0.048629	
13786	W	12/24/2016 07:19:04	254.249349	27.677464	2.991955	8.194626	0.393893		3.716779	36.875851	1.117783	19.232773	19.605747	1.670914	15.238503	59.401611	69.843040	8.261621	23.001505	8.395678	3.365339	3.976189	3.085917	2.729225	3.145188	1.212539	1.767389	0.294219	0.651095	0.628685	0.723132	0.577890	0.116935	1.183570	0.489742	0.028274	0.879772	1.384466	0.722420	0.366722	0.629872	0.607659	0.310835	0.364867	0.429910	0.377025	0.218518	0.117466	0.083506	
13787	W	12/24/2016 07:19:08	676.898515	30.027297	7.345510	6.663336	0.323624		22.717590	255.564682	91.604881	89.576263	94.676888	54.225056	14.429571	10.721300	34.978500	14.765059	16.356314	8.966556	3.204566	2.927744	1.722636	1.396907	0.953745	7.346361	3.508782	0.943170	2.082301	1.925257	1.142279	1.070016	0.182486	0.163828	1.108044	0.835428	0.105814	0.406022	0.276988	1.100920	1.861026	0.361122	0.121728	0.155428	0.097067	0.011918	0.019057	0.034505	0.004441	
13788	W	12/24/2016 07:19:12	388.130848	65.687304	6.707832	7.780477	0.311428		8.673933	82.983650	85.291832	56.847065	28.002890	21.153173	27.465124	30.693369	20.329592	16.575121	18.789032	17.295679	10.513204	13.128639	1.180224	5.781047	10.588663	5.803796	1.396052	0.894409	0.957443	1.863156	0.729055	0.846124	1.417645	0.959931	1.102101	1.158811	0.586961	0.648306	0.282193	0.528118	0.792101	0.421130	0.399982	0.187050	0.072371	0.257370	0.257623	0.104572	0.021856	
13789	W	12/24/2016 07:19:16	251.219161	49.765092	17.369004	9.157123	0.409696		10.097661	83.486397	12.165329	4.219104	4.104058	8.307537	18.120052	16.854717	10.842906	60.384888	32.734173	13.258265	15.617073	7.652554	1.746721	2.341968	1.169438	1.962708	6.016366	9.986952	4.004238	1.135340	1.037338	0.864610	0.340526	1.216488	2.267516	0.520466	0.910244	1.036879	0.732013	0.341854	1.067802	0.488646	0.086941	0.111337	0.140879	0.106242	0.042419	0.051512	0.035885	
13790	W	12/24/2016 07:19:20	150.539566	59.120590	18.462120	4.403299	0.557869		0.041720	20.881540	15.985263	19.766554	23.267935	17.586998	11.864653	10.021169	17.828722	9.289899	4.046834	7.666389	9.462025	4.997005	4.749852	2.915576	4.737579	8.633075	15.959091	9.849697	2.781033	1.715723	1.185626	2.209658	0.720383	0.426402	0.491911	0.626508	0.606465	0.376187	0.308579	0.259088	0.118287	0.041872	0.058436	0.316349	0.402435	0.163771	0.136058	0.051007	0.019943	
13791	W	12/24/2016 07:19:24	3001.660980	77.207930	28.796713	8.960230	0.539748		366.579437	1094.191162	1163.208984	309.753876	90.893326	100.995056	81.624260	22.389641	30.490005	73.779404	34.335266	25.542110	13.335748	2.131434	1.560652	2.235774	4.564968	8.802748	19.034496	9.829499	7.145810	5.282218	3.252540	2.326494	0.960152	0.235860	2.856175	2.206108	0.818980	0.823837	0.154792	0.216495	0.380240	0.275823	0.313705	0.235942	0.102646	0.059453	0.022497	0.069751	0.187927	
13792	W	12/24/2016 07:19:28	2239.928468	79.859075	16.002289	5.206551	0.322159		200.211914	1626.179321	407.438690	13.450879	28.259880	14.230096	8.759964	15.487622	8.461973	71.692062	45.967979	15.943335	2.611856	11.006894	19.730524	13.584509	7.079604	5.113177	4.789176	3.586661	3.904684	2.929199	2.244759	1.987141	1.349845	1.394313	1.098404	0.482185	0.147430	0.320967	0.159368	0.134984	0.493902	0.171382	0.100092	0.040922	0.212763	0.171409	0.144161	0.076345	0.057923	
13793	W	12/24/2016 07:19:32	189.303819	33.385922	11.024555	8.531636	0.426986		4.056284	31.130430	16.250345	25.009365	33.394852	20.627909	9.160411	11.193810	32.178349	7.783002	2.575347	3.282431	12.661064	5.206224	2.573836	1.177817	1.422558	2.348400	4.713592	3.233675	2.925362	1.768857	0.891443	0.701418	1.503800	1.343174	1.526837	1.111815	1.021718	0.430716	0.224088	0.395649	0.325274	0.549097	0.421176	0.215871	0.348839	0.319646	0.166357	0.069633	0.061748	
13794	W	12/24/2016 07:19:36	270.707433	16.210857	8.004761	5.686522	0.314056		14.453630	136.800186	16.023167	21.579000	16.895302	1.975693	10.653749	5.092440	6.254355	37.283642	18.149899	1.682498	3.644032	0.483468	4.178892	0.433508	1.116976	0.520127	4.151357	2.615551	1.138568	1.657112	0.816898	0.500069	1.276563	0.683619	0.599482	1.259029	0.335831	0.404008	0.439365	0.395869	0.336954	0.165185	0.100832	0.042133	0.338203	0.363741	0.132783	0.044435	0.045051	
13795	W	12/24/2016 07:19:40	296.622621	59.929435	26.706074	11.926961	0.531417		5.990823	31.828915	18.634697	26.232746	7.428433	15.076178	41.636703	39.793613	26.136705	48.742012	41.112617	14.041446	1.059199	3.346434	14.785605	11.345110	1.737594	7.358950	6.255098	6.055655	6.819055	5.442940	2.898352	3.033081	2.456991	1.916362	1.598474	1.909881	1.807125	0.536254	0.565776	0.438958	0.365967	0.553173	0.443832	0.124100	0.125374	0.743329	0.522312	0.175549	0.100495	
13796	W	12/24/2016 07:19:44	135.350284	27.952219	13.185023	7.274356	0.533458		2.408927	14.121708	11.638389	7.189956	18.141354	19.572914	19.428078	16.898884	20.877047	2.048629	5.433327	1.986296	4.764130	3.555880	0.674615	1.128973	3.112357	4.523664	8.206304	2.746908	3.418473	2.481550	1.202984	1.743332	1.591777	1.328820	0.607772	0.874573	0.720978	0.396082	0.619500	0.242443	0.275683	0.310118	0.705079	0.255921	0.212788	0.320604	0.124645	0.115616	0.163735	
13797	W	12/24/2016 07:19:48	233.490003	73.878364	11.433714	9.846538	0.563407		20.159996	58.843941	40.956017	19.324396	13.571447	16.079567	7.856001	28.797226	32.161625	12.399510	3.500273	11.894741	7.768040	8.388048	6.141349	5.782080	11.340998	13.650536	8.912573	5.448371	1.892966	0.678120	1.148102	1.271325	0.994829	1.203771	0.495794	1.232279	1.541415	1.454883	1.048610	0.281134	0.243121	0.702437	0.425397	0.238548	0.267607	0.218359	0.153934	0.217575	0.121674	
13798	W	12/24/2016 07:19:52	157.084023	40.156431	6.364730	7.129084	0.413838		0.000856	42.499939	17.972630	9.741132	2.053621	22.507185	37.783562	9.058410	6.259604	4.161507	5.046434	2.994939	6.457399	6.384218	4.780081	6.089339	6.291748	5.425693	1.733015	0.806531	0.228142	1.093447	0.102871	1.161373	2.972366	1.540779	0.251185	0.695197	0.795283	1.280083	0.627460	0.253335	0.078822	0.239221	0.494275	0.040948	0.217001	0.295931	0.189925	0.079938	0.049701	
13799	W	12/24/2016 07:19:56	118.010405	18.578326	8.151862	6.395132	0.419532		57.278934	70.912018	2.966077	4.294580	3.529472	11.017729	12.558958	7.320561	3.323159	0.558127	1.529726	3.147779	1.264671	1.815392	2.852133	3.747815	1.920605	1.628682	2.201251	1.774498	0.764270	0.936823	1.229520	1.520898	1.925853	2.869668	0.716567	0.206499	0.215994	0.191835	0.402273	0.208002	0.235094	0.220592	0.341647	0.365207	0.232702	0.098779	0.020752	0.019944	0.049577	
13800	W	12/24/2016 07:20:00	150.078445	51.432662	18.927623	11.129635	0.499113		1.973964	3.561683	10.699204	10.969752	10.083107	19.267757	7.722013	2.748595	8.324303	46.315075	30.386955	10.810910	7.063373	2.601259	4.765050	1.436169	0.866032	11.129172	12.760695	4.776558	4.569046	2.818698	0.194103	3.102505	3.466712	1.134432	3.187373	1.544987	0.195913	0.118683	0.976420	1.174522	0.060302	0.801827	0.630222	0.134550	0.403708	0.476706	0.099821	0.070216	0.119952	
13801	W	12/24/2016 07:20:04	95.555161	37.278853	9.483198	4.317672	0.787706		0.506633	0.382835	4.503645	11.059398	2.456808	13.507807	3.724286	10.884036	20.611195	11.640810	16.784342	10.170481	1.684973	4.290940	10.105352	3.923318	2.295642	2.193228	2.614918	3.138793	2.472675	1.790469	0.997186	0.744474	0.339601	0.334949	0.046500	0.162102	0.946546	0.761147	0.267163	0.123305	0.312788	0.107817	0.449631	0.226857	0.086940	0.158857	0.185257	0.023224	0.124590	
