File name	0061.100
Result analysis file name	0061_baseline.raf
Subject	0061
Gender	
Age
Memo
Free comment 1	SubjectID	0061
Free comment 2	Date	01/02/1970
Free comment 3
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

1_EEG			uV^2	uV^2	uV^2	uV^2	uV^2		uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	uV^2	
EpochNo	Stage	Time	Delta	Theta	Alpha	Beta	Gamma		0.000000Hz	0.488281Hz	0.976563Hz	1.464844Hz	1.953125Hz	2.441406Hz	2.929688Hz	3.417969Hz	3.906250Hz	4.394531Hz	4.882813Hz	5.371094Hz	5.859375Hz	6.347656Hz	6.835938Hz	7.324219Hz	7.812500Hz	8.300781Hz	8.789063Hz	9.277344Hz	9.765625Hz	10.253906Hz	10.742188Hz	11.230469Hz	11.718750Hz	12.207031Hz	12.695313Hz	13.183594Hz	13.671875Hz	14.160156Hz	14.648438Hz	15.136719Hz	15.625000Hz	16.113281Hz	16.601563Hz	17.089844Hz	17.578125Hz	18.066406Hz	18.554688Hz	19.042969Hz	19.531250Hz	
4073	NR	12/23/2016 20:31:32	540.919777	178.839559	41.170770	37.173035	0.821591		0.660077	10.002969	35.207100	115.988556	84.229752	5.436006	19.524069	100.730782	82.869614	45.616295	41.314636	24.872438	12.338027	14.852983	47.505596	22.028873	17.752823	21.269550	18.219267	23.850609	8.652182	2.302407	1.837383	1.782456	2.745733	5.452443	5.307985	0.834323	4.910699	4.444934	4.495231	3.071680	1.929332	2.835328	1.432187	0.969523	0.557737	0.209450	0.167665	0.397221	0.157298	
4074	NR	12/23/2016 20:31:36	212.958647	100.644362	40.793503	14.238704	0.386766		0.801392	5.656373	6.126689	15.984419	23.318506	21.445683	35.425198	46.448765	18.138191	26.597641	13.817183	32.133175	10.951511	2.545516	8.414778	6.138427	3.915153	9.413609	27.132193	28.329937	7.511542	1.256344	1.445313	0.933647	1.316720	2.263334	2.348534	1.168677	0.505023	1.894970	1.448307	1.400832	0.619663	0.104863	0.374271	0.599867	0.439597	0.374454	0.411154	0.234279	0.050877	
4075	NR	12/23/2016 20:31:40	582.455834	163.660687	21.786657	9.967267	0.693958		1.808064	8.255840	22.076250	77.218285	124.364937	115.326172	102.408783	44.576626	44.895699	11.761626	31.571617	29.835564	25.223160	14.150410	29.176031	31.759867	13.230334	17.783440	2.501882	2.581741	6.680247	3.660065	4.033257	3.777916	1.053430	1.200799	0.591509	0.395145	0.118189	0.695616	0.563027	0.386101	2.646618	1.423046	0.487077	0.784358	0.285382	0.250772	0.030154	0.058884	0.050590	
4076	NR	12/23/2016 20:31:44	379.739233	164.015466	64.304979	18.909902	0.556992		0.387906	47.833160	71.059929	23.074171	15.464760	41.908520	57.842628	41.324837	24.540186	23.689631	33.001411	29.820831	3.372096	16.335136	44.721985	42.127674	12.707002	2.373629	12.557113	18.033161	14.786908	17.243580	10.139670	3.179798	0.921861	3.452664	2.261996	1.234683	1.115924	1.202880	1.620734	1.510432	1.598568	0.674167	0.702664	1.332922	1.100705	0.413531	0.286390	0.298981	0.102661	
4077	NR	12/23/2016 20:31:48	417.249054	193.983158	40.341383	20.765064	0.781358		2.805311	29.238155	56.018440	22.453934	23.233643	33.808281	68.324707	81.003548	40.109726	37.460838	25.597782	28.258131	11.795606	12.548241	43.403931	46.020939	32.647755	13.963904	5.344652	8.816460	11.363169	4.717707	4.997661	3.770854	6.675533	5.980132	1.790323	1.992480	2.177742	0.354891	0.563658	0.220819	0.817746	0.560983	0.737232	1.708785	0.366137	0.373050	1.508057	1.157589	0.455439	
4078	NR	12/23/2016 20:31:52	318.481620	55.270877	33.329855	13.085058	1.152739		5.975033	14.761623	20.076220	58.925240	89.699951	21.869207	5.512401	6.193064	39.699451	37.137032	24.607431	13.234117	11.364150	4.080919	5.356463	1.993147	9.975725	8.078988	1.187368	1.930640	9.751959	12.499784	5.225694	1.797198	2.124581	4.259191	1.002146	1.256601	1.125338	0.353587	1.258652	1.219365	1.041933	0.602788	0.115116	0.123836	0.058390	0.073246	0.192314	0.278446	0.124109	
4079	NR	12/23/2016 20:31:56	438.685731	171.530599	25.392384	27.568102	0.543582		6.522741	18.695837	6.137868	72.435387	12.884682	57.259735	49.159943	44.942947	91.532425	68.281158	17.355749	39.023209	18.121506	0.378031	12.313360	41.902390	36.878185	13.929482	8.984436	4.877889	2.106464	4.592421	2.592537	5.523859	5.699215	4.296621	3.462348	3.634407	2.590026	0.501732	1.615044	2.585060	1.340447	0.482209	1.218623	2.058616	1.534695	1.002620	0.665736	0.421753	0.158165	
4080	NR	12/23/2016 20:32:00	502.114531	47.243727	23.988148	12.027595	0.410604		13.630267	22.724272	19.747181	57.145683	135.309586	114.186340	52.189430	30.699848	39.493317	26.353334	4.265539	6.914382	6.756330	2.279434	13.852365	10.584794	4.602759	1.652382	0.601281	3.577587	3.404745	5.609307	5.410499	4.612414	1.373595	1.530283	2.795732	0.733207	0.045832	0.451462	0.964687	1.933199	1.332235	0.230118	0.511472	0.407464	0.447558	0.350320	0.177675	0.068883	0.047467	
4081	NR	12/23/2016 20:32:04	426.084154	113.562195	39.990182	24.281821	0.801885		4.305154	44.990044	69.598747	27.859583	48.662804	84.117165	14.718372	71.890694	42.233772	4.750888	17.262085	19.389936	27.282728	19.509598	15.186419	15.202353	4.946733	6.781800	5.262629	1.585128	3.519045	3.924751	11.866574	11.908488	7.186196	5.683937	5.710979	2.408029	1.388023	1.369609	2.120141	0.581078	1.575589	1.220001	0.603402	0.363126	0.496630	0.439972	0.138748	0.116105	0.066453	
4082	NR	12/23/2016 20:32:08	465.368626	177.523788	11.884414	27.044055	0.629331		12.625382	34.182178	8.686596	15.869366	81.891541	51.221874	19.255199	73.484665	103.747711	43.472450	33.557045	49.254707	32.651867	7.148293	8.600422	11.245789	30.025894	26.517557	12.079260	3.839754	1.667890	1.716675	1.298095	1.461362	1.900638	1.683701	1.575543	0.806101	4.512754	7.762004	4.438101	1.630114	1.165110	0.391380	0.455717	0.750649	0.224522	0.485584	0.708888	0.195124	0.258763	
4083	NR	12/23/2016 20:32:12	870.672951	350.847677	77.479894	42.893783	1.558190		13.639082	40.521664	31.931660	36.724983	100.368164	244.873276	119.977478	125.907272	53.002342	30.081230	87.284882	83.800484	85.373100	92.647293	58.894764	11.725969	10.067917	4.119194	4.218956	6.818971	10.263843	11.117307	11.220224	16.705816	21.353733	14.047340	3.114345	0.076415	1.522998	4.793049	4.329977	4.907228	3.915329	1.811816	1.702841	1.015588	0.518523	0.177997	0.299448	0.257495	0.403393	
4084	NR	12/23/2016 20:32:16	358.842283	111.406141	36.356802	14.219288	0.873932		5.506571	33.684784	55.054131	43.733585	4.782017	14.008834	6.864359	49.534954	91.739418	16.477783	42.962418	57.300369	17.598555	0.516185	4.556611	1.909027	17.671463	7.521092	4.332839	8.952734	2.352419	3.795202	6.050136	8.225720	6.980590	5.008213	0.913497	0.861783	1.681030	0.233697	1.076215	0.854498	0.799898	0.767052	0.120070	0.240796	0.704555	0.353432	0.190888	0.189024	0.224638	
4085	NR	12/23/2016 20:32:20	460.138383	151.613417	31.592062	18.256882	0.792499		5.439592	8.672521	24.118626	15.423899	50.649834	64.518089	102.087090	83.817764	94.133987	12.696823	4.019751	36.110355	44.965061	27.640980	12.347207	6.571394	4.511903	16.069389	3.397127	1.217685	2.088670	7.409694	4.599085	5.697362	10.579567	3.670595	1.427085	1.380888	1.244158	1.063829	2.535298	1.210623	1.373035	1.740754	0.732481	0.391927	0.263903	0.405868	0.174805	0.260215	0.381417	
4086	NR	12/23/2016 20:32:24	326.384325	135.727295	16.414268	14.958180	0.388225		1.425236	3.329383	24.126255	42.133568	10.548631	45.410049	81.627655	38.346001	32.414185	24.089388	24.359211	6.785244	29.879948	34.420612	21.498455	7.462522	7.947436	15.543069	12.190010	7.381424	2.038381	0.857705	1.034017	2.876232	2.226508	1.525416	0.364948	1.225906	1.708504	3.186586	2.134436	1.099208	1.263598	0.292593	0.530961	0.816100	0.360374	0.070411	0.128361	0.178423	0.072355	
4087	NR	12/23/2016 20:32:28	329.059929	79.224613	19.637183	10.709792	0.279702		7.707434	36.308784	32.869244	71.843307	27.528944	25.535286	43.263287	19.761143	19.865934	21.826813	30.257187	25.592545	21.050892	10.022366	1.468525	9.411661	3.942544	2.856238	4.879843	10.494574	2.957532	0.615394	0.652194	4.156572	0.760917	1.923542	0.673387	0.855765	0.398975	2.503574	0.816150	0.958647	0.680011	0.686234	0.451343	0.233262	0.086225	0.250621	0.094034	0.051417	0.046606	
4088	W	12/23/2016 20:32:32	297.605195	112.477308	10.486769	15.989456	0.532795		9.950967	35.528198	18.901691	27.603367	19.719591	38.275352	91.228706	24.847050	22.008932	14.423319	5.068987	5.829718	4.633120	21.027374	31.305227	18.640759	10.914923	8.447098	11.679090	6.181509	0.747949	0.788739	0.899470	1.227176	0.641927	3.269234	3.627159	2.746174	1.537440	0.318830	0.524482	0.409568	0.327548	1.056906	0.743545	0.407412	0.442899	0.289797	0.118236	0.054397	0.115828	
4089	W	12/23/2016 20:32:36	397.712551	48.994352	8.670389	4.028592	0.525620		49.140812	146.548279	93.824966	21.085627	11.948671	24.138880	27.147833	21.548294	31.165941	18.996639	1.307421	9.338928	7.729002	4.355568	10.536242	6.820958	2.750917	4.099416	3.363319	1.883258	0.687474	1.430385	2.690907	1.490862	0.487502	0.623869	0.531466	0.277661	0.317025	0.973159	0.338591	0.048934	0.126111	0.058090	0.197396	0.109799	0.096288	0.110688	0.120832	0.066703	0.031980	
4090	W	12/23/2016 20:32:40	184.279365	18.246451	6.914087	5.279653	0.535600		0.963038	15.648249	62.086445	30.109930	20.945934	15.998517	11.073566	12.665861	8.921547	1.712439	5.116877	3.456343	3.385498	2.162814	0.463219	1.367286	4.174024	2.562093	0.675175	2.783905	1.831299	0.744614	0.367200	0.500110	0.686958	0.611718	0.676890	0.120504	0.218418	0.453787	0.305269	0.547609	0.434225	0.428590	0.478541	0.473704	0.291696	0.122933	0.041890	0.036661	0.037220	
4091	W	12/23/2016 20:32:44	167.093887	24.916537	2.315815	4.830175	0.312328		1.130340	38.315926	73.559372	27.947550	10.190753	2.400197	4.203154	2.613832	1.210369	1.318233	5.334502	5.355986	3.894225	4.456336	3.983477	3.200122	2.363652	0.712129	0.950611	0.170256	0.132354	0.313388	0.589239	0.900623	0.209956	0.307316	0.436355	0.190892	0.153673	0.672960	0.175272	0.602768	0.589126	0.557915	0.454458	0.177129	0.025004	0.101700	0.126132	0.129699	0.129776	
4092	W	12/23/2016 20:32:48	139.769854	20.739737	3.907224	9.017891	0.359774		1.040242	16.124493	26.713570	12.657043	24.167616	17.193506	6.204011	4.687014	9.435642	14.382282	8.204677	5.468281	2.811355	1.068409	1.142903	3.810984	4.037394	1.354448	1.045965	0.811909	1.037849	1.046069	0.360391	0.195569	0.455438	0.147020	0.352510	0.552759	2.345983	1.638639	0.363002	0.555227	0.301162	0.618860	1.041327	0.423351	0.203288	0.144950	0.042487	0.196245	0.091082	
4093	W	12/23/2016 20:32:52	90.003077	7.625622	11.917691	5.689305	0.492179		15.760550	32.956333	5.404925	2.272423	6.526680	8.830511	3.839520	4.246539	11.692705	10.531738	3.701702	0.456954	0.970593	2.131968	1.209685	0.677540	0.717270	0.731025	0.730587	1.557075	2.538653	1.503152	2.314700	2.886900	1.117210	0.398435	0.603030	0.979508	1.210119	0.214315	0.401688	0.222755	0.308568	0.200906	0.203342	0.250638	0.302374	0.151238	0.045509	0.070184	0.126692	
4094	W	12/23/2016 20:32:56	97.836528	45.002849	6.453234	6.285526	0.388582		1.335971	6.631976	6.998478	1.044427	17.491261	24.673473	14.692871	5.116388	8.070633	1.094565	12.022456	12.743285	9.030187	6.138839	5.677044	3.437797	2.121088	2.204846	3.649764	0.338139	1.094599	1.959501	1.554295	0.426700	1.080000	0.764719	0.651061	1.355108	0.838415	0.444063	0.821168	0.541217	0.035351	0.173803	0.368571	0.090896	0.042848	0.045644	0.037225	0.047148	0.028289	
4095	W	12/23/2016 20:33:00	84.998780	29.629675	3.171345	7.904930	0.588796		4.533504	10.837237	2.172935	12.176042	17.517891	7.995143	8.262406	3.000951	14.099638	7.094374	1.842162	8.006181	9.640020	0.941252	1.699708	3.185632	2.513047	1.985259	1.658576	1.064311	0.080909	0.858215	0.511959	0.084457	0.571494	0.865452	0.545522	0.565861	0.274763	0.735903	0.538357	0.380451	0.748023	0.732217	0.527326	0.384757	0.388067	0.558299	0.441888	0.096147	0.121896	
4096	W	12/23/2016 20:33:04	145.867961	50.813686	6.863679	6.485285	0.494734		0.140287	6.487451	3.430387	30.494652	56.226158	20.764624	5.976862	6.654830	7.566767	3.412378	4.853853	12.184654	23.227753	8.205054	0.420327	1.042807	1.455514	1.529536	2.748041	1.166876	0.501954	1.747981	1.264229	1.193508	0.989130	0.706686	1.039397	1.308131	0.618644	0.115168	0.196304	0.145270	0.082463	0.160869	0.568668	0.482657	0.228882	0.133654	0.211351	0.356836	0.130306	
4097	W	12/23/2016 20:33:08	128.350608	15.949770	3.844402	8.083770	0.583000		10.303469	40.555965	15.027845	9.178139	3.679407	4.171015	19.061335	15.895347	5.609073	6.374072	8.798409	6.392529	1.127340	0.522992	1.429061	4.124350	0.140291	1.037297	1.175910	0.861037	1.522380	0.736473	0.093455	0.395883	0.235174	0.529285	1.268355	1.475908	1.072067	1.063685	0.604402	0.152952	0.132452	0.151446	0.464949	0.428164	0.328215	0.081404	0.141935	0.179687	0.008863	
4098	W	12/23/2016 20:33:12	290.923164	37.349667	3.017108	3.500833	0.575945		3.423548	83.127930	80.181618	38.585205	16.951393	18.308857	16.162945	16.282120	8.294464	5.142568	7.886065	6.299588	17.183346	9.545332	2.321917	0.663143	0.587368	0.614688	0.134286	0.248852	0.798042	0.225804	0.885478	0.455384	0.403548	0.201673	0.203929	0.746360	0.371748	0.127620	0.360099	0.311942	0.164656	0.111390	0.176087	0.323049	0.134452	0.035971	0.068230	0.108116	0.055512	
4099	W	12/23/2016 20:33:16	216.090927	38.281040	7.481545	6.645531	0.640977		4.546546	10.006077	31.736517	75.958855	37.842510	24.050352	16.098776	6.971028	6.975571	3.950741	2.500501	6.860305	6.459069	1.799689	4.554667	6.836400	5.738593	3.974414	2.057903	0.895591	1.319042	0.414940	1.137716	2.729449	0.984806	0.799885	1.119295	0.363896	0.706525	0.832972	0.714890	0.288515	0.072541	0.095902	0.210744	0.314425	0.189514	0.097082	0.064415	0.299505	0.475425	
4100	W	12/23/2016 20:33:20	193.050398	24.198889	4.514918	5.617852	0.552841		6.299562	6.269830	10.094153	65.269409	34.673424	9.618489	21.291121	32.660728	5.483457	2.127770	5.562016	4.390236	0.639413	3.142200	2.967199	3.299653	1.745947	2.526635	5.487605	1.279593	0.512546	1.450896	0.625773	0.458447	0.187662	0.925675	0.551809	0.310606	0.891376	0.610337	0.296490	0.259469	0.181943	0.275544	0.217725	0.174157	0.380481	0.134685	0.071899	0.221396	0.114258	
4101	W	12/23/2016 20:33:24	194.035036	24.672510	5.324886	3.496531	0.431063		0.275156	6.809762	43.675137	55.789925	2.385709	25.741117	14.930908	5.112776	7.502935	15.557541	16.529226	8.841403	3.692607	2.364914	0.786880	2.710849	2.738411	2.215058	1.322387	1.725450	0.708133	0.471683	0.763137	0.506063	1.150419	0.902579	0.274949	0.121788	0.014575	0.164537	0.441883	0.097513	0.425050	0.238122	0.048552	0.180875	0.178606	0.163954	0.146989	0.048730	0.047830	
4102	W	12/23/2016 20:33:28	325.476265	39.367864	7.435190	6.544817	0.688660		14.739059	128.953552	84.772675	36.205894	17.462835	6.021083	18.128185	23.261698	2.531712	4.158402	3.980228	5.508627	0.725352	7.131439	11.319765	5.409846	1.350663	3.406933	4.515239	0.950378	1.329092	1.355364	1.456860	1.740114	0.603381	0.714384	1.363629	0.254341	0.397797	0.607283	0.729665	0.284135	0.197783	0.247524	0.519718	0.559738	0.154026	0.145019	0.157286	0.144712	0.067776	
4103	W	12/23/2016 20:33:32	396.053053	41.488714	4.979339	4.227498	0.387687		17.455040	61.020428	86.332352	79.910782	41.786106	25.309002	48.128769	22.708923	10.724949	10.598394	9.533348	8.708820	6.788639	3.785248	4.901509	3.861518	4.910777	5.489005	3.043198	0.027852	1.903540	1.770854	0.458320	0.659869	0.158905	0.670351	0.305579	0.486515	0.148093	0.174292	0.164291	0.496699	0.538213	0.236690	0.220503	0.103166	0.378872	0.114089	0.065723	0.085375	0.039048	
4104	W	12/23/2016 20:33:36	135.960305	22.274950	8.236406	8.959742	0.414017		6.352884	25.075218	16.026535	1.835662	10.815868	16.538094	18.207411	16.146471	11.201506	13.110933	7.002607	3.573558	8.784721	2.996103	0.688913	1.641852	2.293247	1.712026	0.584530	0.594279	0.855661	1.403896	2.325708	1.760677	1.296185	1.302335	2.671042	1.438304	0.186205	0.255040	0.698921	0.382360	0.206969	0.275101	0.605409	0.515016	0.115950	0.104409	0.089365	0.070111	0.043203	
4105	W	12/23/2016 20:33:40	163.456336	28.885149	6.925026	5.121136	0.476002		0.425497	3.717012	5.923569	26.793659	16.114553	19.970392	24.479811	12.308972	30.305241	16.593809	7.249317	9.519924	7.621958	0.894877	1.331951	1.405802	4.369750	2.507943	1.232944	2.061704	2.232038	1.567282	0.296696	0.315608	0.451699	0.863703	0.804036	0.034808	0.543036	0.244071	0.118884	0.094593	0.487050	0.694286	0.476140	0.304845	0.161675	0.138502	0.077577	0.022457	0.055473	
4106	W	12/23/2016 20:33:44	111735.228836	278.263572	28.033188	24.074357	0.727795		6827.423828	42190.777344	38269.722656	21287.902344	6204.895020	1741.772217	1003.767578	600.794128	260.880646	90.483620	84.233284	106.599701	59.963577	33.304024	20.129551	15.208387	18.957188	16.158072	7.943073	2.412999	7.247620	10.612894	3.233314	2.703996	1.822364	2.314520	2.019974	2.401916	3.551278	4.963345	3.026032	1.852885	1.549922	0.628599	0.355246	0.392965	0.268150	0.362694	0.181215	0.049920	0.155697	
4107	W	12/23/2016 20:33:48	25699.438086	29.817403	9.053530	4.460814	0.564845		3698.273438	22661.117188	2797.709717	172.654816	7.302679	25.143131	5.671802	3.745034	1.799999	8.164811	16.128910	7.069677	7.324942	2.899786	2.029498	0.951815	2.788736	3.192362	3.560587	2.178406	2.953824	2.094391	0.877714	0.351290	0.597905	0.973809	0.577059	0.296658	0.573623	0.228283	0.095379	0.059364	0.276543	0.288534	0.477765	0.024246	0.206398	0.061059	0.095311	0.137244	0.089539	
4108	W	12/23/2016 20:33:52	1263.130086	31.419741	8.454011	6.120677	0.457737		11.061058	222.874298	532.573730	232.541519	134.693573	47.714115	13.843330	23.551777	27.385170	17.357012	10.595561	8.459107	10.477681	4.473347	0.467305	0.478538	2.842389	3.358031	0.863341	1.801463	1.860256	1.218565	1.815769	1.092551	0.665407	0.890654	0.678897	0.416942	1.122761	1.285234	0.389098	0.515359	0.145602	0.082641	0.074786	0.081188	0.018845	0.118000	0.171762	0.110037	0.018871	
4109	W	12/23/2016 20:33:56	7379.711196	63.009711	13.209806	9.896628	0.618917		411.442413	925.859985	2245.760498	2101.255127	1007.074829	555.255249	305.613556	162.301529	45.990116	18.666687	11.933619	13.745080	16.323551	8.833226	1.875482	8.040608	9.213791	3.391765	1.586207	0.322249	3.115652	4.334447	0.733531	2.561267	2.142661	0.289651	1.001370	1.383976	0.863802	1.336057	1.714887	1.118587	0.756759	0.215775	0.163099	0.498835	0.181721	0.179490	0.087981	0.049420	0.055217	
4110	W	12/23/2016 20:34:00	469.851416	23.265742	3.419877	6.146189	0.396282		0.456555	81.916100	223.137390	48.933647	18.238810	8.011541	23.866421	39.661644	7.359337	8.278332	10.448195	4.981595	3.646331	4.004819	1.211453	2.248980	2.696629	3.099622	1.376313	0.203815	0.161713	0.940787	0.346513	0.811014	0.956035	1.266900	0.863717	0.404540	0.302285	0.623675	0.361190	0.412309	0.337975	0.527753	0.379126	0.118538	0.168014	0.157509	0.062177	0.063152	0.097329	
4111	W	12/23/2016 20:34:04	188786.255434	64.103020	31.209453	14.315813	0.619832		21779.181641	98335.312500	72605.820313	10466.149414	5029.599609	1404.225708	239.421036	495.744751	156.584167	25.815683	27.582253	8.605768	10.718873	9.236297	5.923646	5.615639	4.402659	8.857697	10.742441	2.697788	0.332288	4.216739	11.185588	9.426888	3.350162	4.194714	5.549634	1.577390	0.754839	0.459128	0.136560	0.741639	0.211029	0.145082	0.136096	0.127815	0.031746	0.034346	0.125989	0.015925	0.073882	
4112	W	12/23/2016 20:34:08	13923.768063	166.480756	40.238071	9.997240	0.688479		567.090576	6443.290039	3695.996338	1785.435425	1058.699097	334.762604	256.857178	126.668007	108.806648	60.584114	52.668613	54.509232	24.953907	19.523678	25.668266	14.684932	6.663175	6.357455	14.120111	12.020276	15.601984	9.067846	0.794942	1.259533	1.493489	1.740636	1.343721	0.958270	0.465034	0.899221	0.668357	0.119463	0.339565	0.332029	0.212185	0.227710	0.580999	0.923081	0.610604	0.335454	0.240910	
4113	W	12/23/2016 20:34:12	6169.296623	124.631760	11.822135	13.394099	0.483850		206.030624	2062.185791	2682.375000	804.647522	201.430801	92.757881	129.941391	64.939888	60.164532	27.613899	43.239918	60.566559	31.943733	2.650995	8.438516	7.005245	3.313393	7.588765	3.124555	5.806027	4.081638	0.472821	0.411312	0.397299	0.653038	1.679570	3.237469	2.446138	0.878465	0.244349	0.166710	1.327192	1.720894	0.207178	0.489520	0.368716	0.180864	0.073070	0.121022	0.082484	0.170457	
4114	W	12/23/2016 20:34:16	1205.356618	50.373721	15.363400	3.732395	0.543727		379.746521	900.607605	67.234116	60.773773	24.311298	67.347008	50.241653	6.276604	3.671156	7.306979	17.586426	19.689949	9.765134	5.159771	5.542604	0.697787	1.544424	4.078948	3.895104	4.626562	5.329456	3.410385	0.709436	0.732386	0.555175	0.182562	0.487063	0.276546	0.974320	0.215699	0.046164	0.157737	0.293508	0.173341	0.127431	0.183364	0.124487	0.122999	0.074729	0.139733	0.152713	
4115	W	12/23/2016 20:34:20	11432.733878	28.880732	10.339118	4.580840	0.494623		1617.025879	6695.127441	3218.521484	937.123779	350.729645	139.908325	39.760624	16.883982	26.299362	2.421561	5.957675	0.833305	4.453063	6.796641	7.652444	5.041875	1.979592	1.915848	0.207962	2.788306	1.665921	1.229704	1.423818	1.312900	1.918469	1.111124	0.257809	0.404917	1.167303	0.616937	0.221882	0.078032	0.140537	0.084243	0.196151	0.111943	0.131194	0.019837	0.016252	0.010339	0.012340	
4116	W	12/23/2016 20:34:24	361.113414	67.381297	5.553133	3.408637	0.415003		23.588364	152.047195	127.979996	17.002645	9.743610	9.912833	3.752651	20.425318	14.936067	3.526967	1.786132	4.815804	7.878468	18.862793	11.547502	6.753854	9.068705	7.293283	1.160889	1.587225	1.022313	0.812911	0.982448	0.739521	0.408716	0.283157	0.569511	0.185034	0.088989	0.179824	0.154851	0.126815	0.076063	0.378462	0.166721	0.147686	0.358669	0.128041	0.261968	0.200520	0.102327	
4117	W	12/23/2016 20:34:28	2743.313065	30.356342	9.680623	7.005498	0.587932		10.675292	1373.567383	698.283875	404.656860	149.329956	65.516502	17.380653	9.901367	9.676895	5.970591	9.028982	10.596037	8.157555	3.039653	2.119434	0.391433	2.401022	1.781141	1.870068	4.504558	2.546704	1.726138	0.748397	0.113619	0.041207	0.640546	0.221088	0.849255	0.938965	0.609765	0.199361	0.222491	0.458936	0.764390	0.781152	0.397281	0.273683	0.204205	0.300492	0.108970	0.034916	
4118	W	12/23/2016 20:34:32	1339.983311	24.084657	5.352070	4.647391	0.544647		280.383423	717.497192	223.654160	224.361008	88.535004	26.187168	1.341820	23.083342	15.673033	11.242953	8.407632	2.720212	6.191161	0.582622	6.846266	2.625992	2.483473	1.029887	1.605045	1.076653	0.713970	0.793264	0.913174	1.127776	0.727233	0.935475	0.390878	0.222054	0.581531	0.335201	0.193521	0.412117	0.314085	0.257309	0.182410	0.207188	0.135900	0.159540	0.191292	0.077563	0.051328	
4119	W	12/23/2016 20:34:36	1075.066965	27.090714	5.336106	6.778663	0.337108		62.308372	587.826904	266.195190	48.541275	6.750288	31.462648	29.324020	15.363593	25.617727	45.051853	18.933464	2.053875	4.942895	5.099568	2.949284	2.171798	5.795753	2.682597	1.394942	0.325297	1.000549	0.305497	1.412019	0.988548	1.304196	0.285793	0.452128	0.827659	0.886429	0.373697	0.261563	0.842844	0.617544	0.144253	0.300723	0.258936	0.380504	0.464303	0.215498	0.247657	0.219133	
4120	W	12/23/2016 20:34:40	51037.883522	85.395773	10.005105	5.547475	0.457629		839.059082	23151.472656	24534.892578	1617.583984	1328.363647	15.926883	117.195976	118.219444	125.765472	21.635654	6.827225	21.892239	20.663774	6.479477	4.188847	11.097194	10.290033	9.651077	1.133131	1.356785	2.683609	0.737391	0.850411	3.172584	1.204325	0.482157	1.088248	0.219909	0.304880	0.318352	0.921954	1.032878	0.044154	0.238069	0.210006	0.299450	0.090058	0.025534	0.040632	0.137994	0.093200	
4121	W	12/23/2016 20:34:44	6150.464308	61.718853	14.067162	8.707654	0.552530		370.968414	3542.247559	2000.307739	393.124695	35.544178	32.006916	106.066376	21.325285	4.819717	10.351952	4.669892	22.939457	16.188324	1.371896	0.865443	2.710614	5.290102	6.031670	6.321348	2.712222	3.719803	3.569081	1.842129	1.170013	1.053914	1.200312	1.475777	1.226763	0.809081	0.350335	0.291751	0.176560	0.428609	0.478253	0.102969	0.535315	0.638349	0.588016	0.270887	0.072932	0.061744	
4122	W	12/23/2016 20:34:48	9939.445902	51.567643	37.363338	9.108879	0.649636		708.029785	3136.099854	3238.922363	1616.577271	1054.067505	513.708496	163.888718	109.415718	55.537003	39.973209	11.255766	22.694166	12.046209	1.455488	1.483830	4.387963	2.982125	1.947277	4.570584	6.968775	6.096934	2.361242	6.772799	8.967890	6.195698	1.401436	0.282096	1.051490	1.329150	1.953156	1.049105	0.227085	0.260309	0.076090	0.251209	0.233830	0.311967	0.245910	0.180229	0.079912	0.175904	
4123	W	12/23/2016 20:34:52	11227.942338	35.188851	7.478268	5.886264	0.502164		204.887802	5312.463867	3779.718506	1571.088989	440.840851	22.657915	40.367508	13.664513	15.392292	19.028875	12.719022	6.727714	4.000484	8.720057	3.365211	7.155160	2.244644	0.341733	2.633848	3.399547	1.149846	1.337150	0.532123	0.378269	0.681334	0.704129	0.690255	0.596133	0.425942	0.457937	0.258595	0.188029	0.338603	0.666505	0.504254	0.308888	0.130999	0.113343	0.187337	0.189718	0.125598	
4124	W	12/23/2016 20:34:56	151.233565	25.280438	6.731452	7.512452	0.581411		2.483645	23.792774	4.890793	9.472311	30.001667	35.864639	18.026396	7.657094	3.287933	10.203284	8.036673	9.164938	2.857460	1.215745	3.912519	0.453265	1.965303	0.826483	4.884725	3.105316	1.298141	0.673518	0.266750	0.695531	0.692196	0.427266	0.922224	0.460582	0.289409	0.263923	0.222286	0.486729	0.754514	0.680392	0.640188	0.360471	0.301701	0.253124	0.387736	0.689228	0.372679	
